exp_id,rxn_smiles_with_solvent,solvent,precipitate
ac-15_al-11-ace_nc-1_am-13,[#6-:8]#[#7+:10]-[#6:11](-[#6H3:12])(-[#6H3:13])-[#6H3:14].[#7H2]-[#6]1:[#6H:26]:[#6H:27]:[#6H:28]:[#6:29](:[#6H:35]:1)-[#8:30]-[#6:31](-[#9:32])(-[#9:33])-[#9:34].[#6H:7](=[#8])-[#6:6]1:[#6H:5]:[#6H:4]:[#6:3](:[#6H:37]:[#6H:36]:1)-[#6:2]#[#6H:1].[#6:16](=[#8:17])(-[#8H:9])-[#6:18]1:[#6H:19]:[#7H:20]:[#6:21](:[#6H:23]:[#6H:24]:1)=[#8:22]>>[#6H:1]#[#6:2]-[#6:3]1:[#6H:4]:[#6H:5]:[#6:6](-[#6H:7](-[#6:8](=[#8:9])-[#7H:10]-[#6:11](-[#6H3:12])(-[#6H3:13])-[#6H3:14])-[#7:15](-[#6:16](=[#8:17])-[#6:18]2:[#6H:19]:[#7H:20]:[#6:21](=[#8:22]):[#6H:23]:[#6H:24]:2)-[#6:25]2:[#6H:26]:[#6H:27]:[#6H:28]:[#6:29](-[#8:30]-[#6:31](-[#9:32])(-[#9:33])-[#9:34]):[#6H:35]:2):[#6H:36]:[#6H:37]:1,FC(F)(CO)F,1
ac-16_al-11-ace_nc-1_am-13,[#6-:8]#[#7+:10]-[#6:11](-[#6H3:12])(-[#6H3:13])-[#6H3:14].[#7H2]-[#6]1:[#6H:26]:[#6H:27]:[#6H:28]:[#6:29](:[#6H:35]:1)-[#8:30]-[#6:31](-[#9:32])(-[#9:33])-[#9:34].[#6H:7](=[#8])-[#6:6]1:[#6H:5]:[#6H:4]:[#6:3](:[#6H:37]:[#6H:36]:1)-[#6:2]#[#6H:1].[#6:16](=[#8:17])(-[#8H:9])-[#6:18]1:[#6H:19]:[#6H:20]:[#6H:21]:[#6:22](:[#7H:24]:1)=[#8:23]>>[#6H:1]#[#6:2]-[#6:3]1:[#6H:4]:[#6H:5]:[#6:6](-[#6H:7](-[#6:8](=[#8:9])-[#7H:10]-[#6:11](-[#6H3:12])(-[#6H3:13])-[#6H3:14])-[#7:15](-[#6:16](=[#8:17])-[#6:18]2:[#6H:19]:[#6H:20]:[#6H:21]:[#6:22](=[#8:23]):[#7H:24]:2)-[#6:25]2:[#6H:26]:[#6H:27]:[#6H:28]:[#6:29](-[#8:30]-[#6:31](-[#9:32])(-[#9:33])-[#9:34]):[#6H:35]:2):[#6H:36]:[#6H:37]:1,FC(F)(CO)F,0
ac-17_al-11-ace_nc-1_am-13,[#6-:8]#[#7+:10]-[#6:11](-[#6H3:12])(-[#6H3:13])-[#6H3:14].[#7H2]-[#6]1:[#6H:28]:[#6H:29]:[#6H:30]:[#6:31](:[#6H:37]:1)-[#8:32]-[#6:33](-[#9:34])(-[#9:35])-[#9:36].[#6H:7](=[#8])-[#6:6]1:[#6H:5]:[#6H:4]:[#6:3](:[#6H:39]:[#6H:38]:1)-[#6:2]#[#6H:1].[#6:16](=[#8:17])(-[#8H:9])-[#6:18]1:[#6H:19]:[#7:20]2:[#6:25](:[#7:26]:1):[#6H:24]:[#7:23]:[#6H:22]:[#6H:21]:2>>[#6H:1]#[#6:2]-[#6:3]1:[#6H:4]:[#6H:5]:[#6:6](-[#6H:7](-[#6:8](=[#8:9])-[#7H:10]-[#6:11](-[#6H3:12])(-[#6H3:13])-[#6H3:14])-[#7:15](-[#6:16](=[#8:17])-[#6:18]2:[#6H:19]:[#7:20]3:[#6H:21]:[#6H:22]:[#7:23]:[#6H:24]:[#6:25]:3:[#7:26]:2)-[#6:27]2:[#6H:28]:[#6H:29]:[#6H:30]:[#6:31](-[#8:32]-[#6:33](-[#9:34])(-[#9:35])-[#9:36]):[#6H:37]:2):[#6H:38]:[#6H:39]:1,FC(F)(CO)F,1
ac-18_al-11-ace_nc-1_am-13,[#6-:8]#[#7+:10]-[#6:11](-[#6H3:12])(-[#6H3:13])-[#6H3:14].[#7H2]-[#6]1:[#6H:26]:[#6H:27]:[#6H:28]:[#6:29](:[#6H:35]:1)-[#8:30]-[#6:31](-[#9:32])(-[#9:33])-[#9:34].[#6H:7](=[#8])-[#6:6]1:[#6H:5]:[#6H:4]:[#6:3](:[#6H:37]:[#6H:36]:1)-[#6:2]#[#6H:1].[#6:16](=[#8:17])(-[#8H:9])-[#6:18]1:[#7:19]:[#6H:20]:[#6:21](:[#7:23]:[#6H:24]:1)-[#6H3:22]>>[#6H:1]#[#6:2]-[#6:3]1:[#6H:4]:[#6H:5]:[#6:6](-[#6H:7](-[#6:8](=[#8:9])-[#7H:10]-[#6:11](-[#6H3:12])(-[#6H3:13])-[#6H3:14])-[#7:15](-[#6:16](=[#8:17])-[#6:18]2:[#7:19]:[#6H:20]:[#6:21](-[#6H3:22]):[#7:23]:[#6H:24]:2)-[#6:25]2:[#6H:26]:[#6H:27]:[#6H:28]:[#6:29](-[#8:30]-[#6:31](-[#9:32])(-[#9:33])-[#9:34]):[#6H:35]:2):[#6H:36]:[#6H:37]:1,FC(F)(CO)F,1
ac-8-ace_al-6_nc-1_am-14,[#6-:14]#[#7+:16]-[#6:17](-[#6H3:18])(-[#6H3:19])-[#6H3:20].[#7H2]-[#6H]1-[#6H2:10]-[#6H2:11]-[#6H2:12]-1.[#6H:13](=[#8])-[#6:21](-[#9:22])(-[#9:23])-[#9:24].[#6:6](=[#8:7])(-[#8H:15])-[#6:5]1:[#6H:4]:[#6:3](-[#6:2]#[#6H:1]):[#6H:27]:[#6H:26]:[#6H:25]:1>>[#6H:1]#[#6:2]-[#6:3]1:[#6H:4]:[#6:5](-[#6:6](=[#8:7])-[#7:8](-[#6H:9]2-[#6H2:10]-[#6H2:11]-[#6H2:12]-2)-[#6H:13](-[#6:14](=[#8:15])-[#7H:16]-[#6:17](-[#6H3:18])(-[#6H3:19])-[#6H3:20])-[#6:21](-[#9:22])(-[#9:23])-[#9:24]):[#6H:25]:[#6H:26]:[#6H:27]:1,FC(F)(CO)F,0
ac-8-ace_al-15_nc-1_am-14,[#6-:14]#[#7+:16]-[#6:17](-[#6H3:18])(-[#6H3:19])-[#6H3:20].[#7H2]-[#6H]1-[#6H2:10]-[#6H2:11]-[#6H2:12]-1.[#6H:13](=[#8])-[#6:21]1:[#6H:22]:[#6H:23]:[#6H:24]:[#6H:25]:[#6:26]:1-[#8:27]-[#6:28](-[#9:29])(-[#9:30])-[#9:31].[#6:6](=[#8:7])(-[#8H:15])-[#6:5]1:[#6H:4]:[#6:3](-[#6:2]#[#6H:1]):[#6H:34]:[#6H:33]:[#6H:32]:1>>[#6H:1]#[#6:2]-[#6:3]1:[#6H:4]:[#6:5](-[#6:6](=[#8:7])-[#7:8](-[#6H:9]2-[#6H2:10]-[#6H2:11]-[#6H2:12]-2)-[#6H:13](-[#6:14](=[#8:15])-[#7H:16]-[#6:17](-[#6H3:18])(-[#6H3:19])-[#6H3:20])-[#6:21]2:[#6H:22]:[#6H:23]:[#6H:24]:[#6H:25]:[#6:26]:2-[#8:27]-[#6:28](-[#9:29])(-[#9:30])-[#9:31]):[#6H:32]:[#6H:33]:[#6H:34]:1,FC(F)(CO)F,1
ac-8-ace_al-16_nc-1_am-14,[#6-:14]#[#7+:16]-[#6:17](-[#6H3:18])(-[#6H3:19])-[#6H3:20].[#7H2]-[#6H]1-[#6H2:10]-[#6H2:11]-[#6H2:12]-1.[#6H:13](=[#8])-[#6:21]1:[#6H:22]:[#6H:23]:[#6:24](:[#6H:27]:[#6H:28]:1)-[#6H2:25]-[#6H3:26].[#6:6](=[#8:7])(-[#8H:15])-[#6:5]1:[#6H:4]:[#6:3](-[#6:2]#[#6H:1]):[#6H:31]:[#6H:30]:[#6H:29]:1>>[#6H:1]#[#6:2]-[#6:3]1:[#6H:4]:[#6:5](-[#6:6](=[#8:7])-[#7:8](-[#6H:9]2-[#6H2:10]-[#6H2:11]-[#6H2:12]-2)-[#6H:13](-[#6:14](=[#8:15])-[#7H:16]-[#6:17](-[#6H3:18])(-[#6H3:19])-[#6H3:20])-[#6:21]2:[#6H:22]:[#6H:23]:[#6:24](-[#6H2:25]-[#6H3:26]):[#6H:27]:[#6H:28]:2):[#6H:29]:[#6H:30]:[#6H:31]:1,FC(F)(CO)F,1
ac-8-ace_al-17_nc-1_am-14,[#6-:14]#[#7+:16]-[#6:17](-[#6H3:18])(-[#6H3:19])-[#6H3:20].[#7H2]-[#6H]1-[#6H2:10]-[#6H2:11]-[#6H2:12]-1.[#6H:13](=[#8])-[#6H:21](-[#6H3:22])-[#6H2:23]-[#6H3:24].[#6:6](=[#8:7])(-[#8H:15])-[#6:5]1:[#6H:4]:[#6:3](-[#6:2]#[#6H:1]):[#6H:27]:[#6H:26]:[#6H:25]:1>>[#6H:1]#[#6:2]-[#6:3]1:[#6H:4]:[#6:5](-[#6:6](=[#8:7])-[#7:8](-[#6H:9]2-[#6H2:10]-[#6H2:11]-[#6H2:12]-2)-[#6H:13](-[#6:14](=[#8:15])-[#7H:16]-[#6:17](-[#6H3:18])(-[#6H3:19])-[#6H3:20])-[#6H:21](-[#6H3:22])-[#6H2:23]-[#6H3:24]):[#6H:25]:[#6H:26]:[#6H:27]:1,FC(F)(CO)F,0
ac-8-ace_al-18_nc-1_am-14,[#6-:14]#[#7+:16]-[#6:17](-[#6H3:18])(-[#6H3:19])-[#6H3:20].[#7H2]-[#6H]1-[#6H2:10]-[#6H2:11]-[#6H2:12]-1.[#6H:13](=[#8])-[#6:21]1:[#6H:22]:[#6H:23]:[#6:24](:[#6H:31]:[#6H:32]:1)-[#7:25]1-[#6H2:26]-[#6H2:27]-[#8:28]-[#6H2:29]-[#6H2:30]-1.[#6:6](=[#8:7])(-[#8H:15])-[#6:5]1:[#6H:4]:[#6:3](-[#6:2]#[#6H:1]):[#6H:35]:[#6H:34]:[#6H:33]:1>>[#6H:1]#[#6:2]-[#6:3]1:[#6H:4]:[#6:5](-[#6:6](=[#8:7])-[#7:8](-[#6H:9]2-[#6H2:10]-[#6H2:11]-[#6H2:12]-2)-[#6H:13](-[#6:14](=[#8:15])-[#7H:16]-[#6:17](-[#6H3:18])(-[#6H3:19])-[#6H3:20])-[#6:21]2:[#6H:22]:[#6H:23]:[#6:24](-[#7:25]3-[#6H2:26]-[#6H2:27]-[#8:28]-[#6H2:29]-[#6H2:30]-3):[#6H:31]:[#6H:32]:2):[#6H:33]:[#6H:34]:[#6H:35]:1,FC(F)(CO)F,0
ac-8-ace_al-20_nc-1_am-14,[#6-:14]#[#7+:16]-[#6:17](-[#6H3:18])(-[#6H3:19])-[#6H3:20].[#7H2]-[#6H]1-[#6H2:10]-[#6H2:11]-[#6H2:12]-1.[#6H:13](=[#8])-[#6:21]1:[#6H:22]:[#6H:23]:[#6:24](:[#7:26]:[#6H:27]:1)-[#6H3:25].[#6:6](=[#8:7])(-[#8H:15])-[#6:5]1:[#6H:4]:[#6:3](-[#6:2]#[#6H:1]):[#6H:30]:[#6H:29]:[#6H:28]:1>>[#6H:1]#[#6:2]-[#6:3]1:[#6H:4]:[#6:5](-[#6:6](=[#8:7])-[#7:8](-[#6H:9]2-[#6H2:10]-[#6H2:11]-[#6H2:12]-2)-[#6H:13](-[#6:14](=[#8:15])-[#7H:16]-[#6:17](-[#6H3:18])(-[#6H3:19])-[#6H3:20])-[#6:21]2:[#6H:22]:[#6H:23]:[#6:24](-[#6H3:25]):[#7:26]:[#6H:27]:2):[#6H:28]:[#6H:29]:[#6H:30]:1,FC(F)(CO)F,0
ac-13_al-11-ace_nc-1_am-14,[#6-:8]#[#7+:10]-[#6:11](-[#6H3:12])(-[#6H3:13])-[#6H3:14].[#7H2]-[#6H]1-[#6H2:25]-[#6H2:26]-[#6H2:27]-1.[#6H:7](=[#8])-[#6:6]1:[#6H:5]:[#6H:4]:[#6:3](:[#6H:29]:[#6H:28]:1)-[#6:2]#[#6H:1].[#6:16](=[#8:17])(-[#8H:9])-[#6:18]1:[#6H:19]:[#8:20]:[#6:21](:[#7:23]:1)-[#6H3:22]>>[#6H:1]#[#6:2]-[#6:3]1:[#6H:4]:[#6H:5]:[#6:6](-[#6H:7](-[#6:8](=[#8:9])-[#7H:10]-[#6:11](-[#6H3:12])(-[#6H3:13])-[#6H3:14])-[#7:15](-[#6:16](=[#8:17])-[#6:18]2:[#6H:19]:[#8:20]:[#6:21](-[#6H3:22]):[#7:23]:2)-[#6H:24]2-[#6H2:25]-[#6H2:26]-[#6H2:27]-2):[#6H:28]:[#6H:29]:1,FC(F)(CO)F,0
ac-14_al-11-ace_nc-1_am-14,[#6-:8]#[#7+:10]-[#6:11](-[#6H3:12])(-[#6H3:13])-[#6H3:14].[#7H2]-[#6H]1-[#6H2:25]-[#6H2:26]-[#6H2:27]-1.[#6H:7](=[#8])-[#6:6]1:[#6H:5]:[#6H:4]:[#6:3](:[#6H:29]:[#6H:28]:1)-[#6:2]#[#6H:1].[#6:16](=[#8:17])(-[#8H:9])-[#6:18]1:[#6:19](-[#6H3:20]):[#8:21]:[#6H:22]:[#6H:23]:1>>[#6H:1]#[#6:2]-[#6:3]1:[#6H:4]:[#6H:5]:[#6:6](-[#6H:7](-[#6:8](=[#8:9])-[#7H:10]-[#6:11](-[#6H3:12])(-[#6H3:13])-[#6H3:14])-[#7:15](-[#6:16](=[#8:17])-[#6:18]2:[#6:19](-[#6H3:20]):[#8:21]:[#6H:22]:[#6H:23]:2)-[#6H:24]2-[#6H2:25]-[#6H2:26]-[#6H2:27]-2):[#6H:28]:[#6H:29]:1,FC(F)(CO)F,1
ac-15_al-11-ace_nc-1_am-14,[#6-:8]#[#7+:10]-[#6:11](-[#6H3:12])(-[#6H3:13])-[#6H3:14].[#7H2]-[#6H]1-[#6H2:26]-[#6H2:27]-[#6H2:28]-1.[#6H:7](=[#8])-[#6:6]1:[#6H:5]:[#6H:4]:[#6:3](:[#6H:30]:[#6H:29]:1)-[#6:2]#[#6H:1].[#6:16](=[#8:17])(-[#8H:9])-[#6:18]1:[#6H:19]:[#7H:20]:[#6:21](:[#6H:23]:[#6H:24]:1)=[#8:22]>>[#6H:1]#[#6:2]-[#6:3]1:[#6H:4]:[#6H:5]:[#6:6](-[#6H:7](-[#6:8](=[#8:9])-[#7H:10]-[#6:11](-[#6H3:12])(-[#6H3:13])-[#6H3:14])-[#7:15](-[#6:16](=[#8:17])-[#6:18]2:[#6H:19]:[#7H:20]:[#6:21](=[#8:22]):[#6H:23]:[#6H:24]:2)-[#6H:25]2-[#6H2:26]-[#6H2:27]-[#6H2:28]-2):[#6H:29]:[#6H:30]:1,FC(F)(CO)F,1
ac-16_al-11-ace_nc-1_am-14,[#6-:8]#[#7+:10]-[#6:11](-[#6H3:12])(-[#6H3:13])-[#6H3:14].[#7H2]-[#6H]1-[#6H2:26]-[#6H2:27]-[#6H2:28]-1.[#6H:7](=[#8])-[#6:6]1:[#6H:5]:[#6H:4]:[#6:3](:[#6H:30]:[#6H:29]:1)-[#6:2]#[#6H:1].[#6:16](=[#8:17])(-[#8H:9])-[#6:18]1:[#6H:19]:[#6H:20]:[#6H:21]:[#6:22](:[#7H:24]:1)=[#8:23]>>[#6H:1]#[#6:2]-[#6:3]1:[#6H:4]:[#6H:5]:[#6:6](-[#6H:7](-[#6:8](=[#8:9])-[#7H:10]-[#6:11](-[#6H3:12])(-[#6H3:13])-[#6H3:14])-[#7:15](-[#6:16](=[#8:17])-[#6:18]2:[#6H:19]:[#6H:20]:[#6H:21]:[#6:22](=[#8:23]):[#7H:24]:2)-[#6H:25]2-[#6H2:26]-[#6H2:27]-[#6H2:28]-2):[#6H:29]:[#6H:30]:1,FC(F)(CO)F,1
ac-17_al-11-ace_nc-1_am-14,[#6-:8]#[#7+:10]-[#6:11](-[#6H3:12])(-[#6H3:13])-[#6H3:14].[#7H2]-[#6H]1-[#6H2:28]-[#6H2:29]-[#6H2:30]-1.[#6H:7](=[#8])-[#6:6]1:[#6H:5]:[#6H:4]:[#6:3](:[#6H:32]:[#6H:31]:1)-[#6:2]#[#6H:1].[#6:16](=[#8:17])(-[#8H:9])-[#6:18]1:[#6H:19]:[#7:20]2:[#6:25](:[#7:26]:1):[#6H:24]:[#7:23]:[#6H:22]:[#6H:21]:2>>[#6H:1]#[#6:2]-[#6:3]1:[#6H:4]:[#6H:5]:[#6:6](-[#6H:7](-[#6:8](=[#8:9])-[#7H:10]-[#6:11](-[#6H3:12])(-[#6H3:13])-[#6H3:14])-[#7:15](-[#6:16](=[#8:17])-[#6:18]2:[#6H:19]:[#7:20]3:[#6H:21]:[#6H:22]:[#7:23]:[#6H:24]:[#6:25]:3:[#7:26]:2)-[#6H:27]2-[#6H2:28]-[#6H2:29]-[#6H2:30]-2):[#6H:31]:[#6H:32]:1,FC(F)(CO)F,0
ac-18_al-11-ace_nc-1_am-14,[#6-:8]#[#7+:10]-[#6:11](-[#6H3:12])(-[#6H3:13])-[#6H3:14].[#7H2]-[#6H]1-[#6H2:26]-[#6H2:27]-[#6H2:28]-1.[#6H:7](=[#8])-[#6:6]1:[#6H:5]:[#6H:4]:[#6:3](:[#6H:30]:[#6H:29]:1)-[#6:2]#[#6H:1].[#6:16](=[#8:17])(-[#8H:9])-[#6:18]1:[#7:19]:[#6H:20]:[#6:21](:[#7:23]:[#6H:24]:1)-[#6H3:22]>>[#6H:1]#[#6:2]-[#6:3]1:[#6H:4]:[#6H:5]:[#6:6](-[#6H:7](-[#6:8](=[#8:9])-[#7H:10]-[#6:11](-[#6H3:12])(-[#6H3:13])-[#6H3:14])-[#7:15](-[#6:16](=[#8:17])-[#6:18]2:[#7:19]:[#6H:20]:[#6:21](-[#6H3:22]):[#7:23]:[#6H:24]:2)-[#6H:25]2-[#6H2:26]-[#6H2:27]-[#6H2:28]-2):[#6H:29]:[#6H:30]:1,FC(F)(CO)F,0
ac-8-ace_al-6_nc-1_am-17,[#6-:20]#[#7+:22]-[#6:23](-[#6H3:24])(-[#6H3:25])-[#6H3:26].[#7H2]-[#6]1:[#6H:10]:[#7:11]:[#6H:12]:[#6:13]2:[#6:18]:1:[#6H:17]:[#6H:16]:[#6H:15]:[#6H:14]:2.[#6H:19](=[#8])-[#6:27](-[#9:28])(-[#9:29])-[#9:30].[#6:6](=[#8:7])(-[#8H:21])-[#6:5]1:[#6H:4]:[#6:3](-[#6:2]#[#6H:1]):[#6H:33]:[#6H:32]:[#6H:31]:1>>[#6H:1]#[#6:2]-[#6:3]1:[#6H:4]:[#6:5](-[#6:6](=[#8:7])-[#7:8](-[#6:9]2:[#6H:10]:[#7:11]:[#6H:12]:[#6:13]3:[#6H:14]:[#6H:15]:[#6H:16]:[#6H:17]:[#6:18]:2:3)-[#6H:19](-[#6:20](=[#8:21])-[#7H:22]-[#6:23](-[#6H3:24])(-[#6H3:25])-[#6H3:26])-[#6:27](-[#9:28])(-[#9:29])-[#9:30]):[#6H:31]:[#6H:32]:[#6H:33]:1,FC(F)(CO)F,0
ac-8-ace_al-15_nc-1_am-17,[#6-:20]#[#7+:22]-[#6:23](-[#6H3:24])(-[#6H3:25])-[#6H3:26].[#7H2]-[#6]1:[#6H:10]:[#7:11]:[#6H:12]:[#6:13]2:[#6:18]:1:[#6H:17]:[#6H:16]:[#6H:15]:[#6H:14]:2.[#6H:19](=[#8])-[#6:27]1:[#6H:28]:[#6H:29]:[#6H:30]:[#6H:31]:[#6:32]:1-[#8:33]-[#6:34](-[#9:35])(-[#9:36])-[#9:37].[#6:6](=[#8:7])(-[#8H:21])-[#6:5]1:[#6H:4]:[#6:3](-[#6:2]#[#6H:1]):[#6H:40]:[#6H:39]:[#6H:38]:1>>[#6H:1]#[#6:2]-[#6:3]1:[#6H:4]:[#6:5](-[#6:6](=[#8:7])-[#7:8](-[#6:9]2:[#6H:10]:[#7:11]:[#6H:12]:[#6:13]3:[#6H:14]:[#6H:15]:[#6H:16]:[#6H:17]:[#6:18]:2:3)-[#6H:19](-[#6:20](=[#8:21])-[#7H:22]-[#6:23](-[#6H3:24])(-[#6H3:25])-[#6H3:26])-[#6:27]2:[#6H:28]:[#6H:29]:[#6H:30]:[#6H:31]:[#6:32]:2-[#8:33]-[#6:34](-[#9:35])(-[#9:36])-[#9:37]):[#6H:38]:[#6H:39]:[#6H:40]:1,FC(F)(CO)F,0
ac-8-ace_al-16_nc-1_am-17,[#6-:20]#[#7+:22]-[#6:23](-[#6H3:24])(-[#6H3:25])-[#6H3:26].[#7H2]-[#6]1:[#6H:10]:[#7:11]:[#6H:12]:[#6:13]2:[#6:18]:1:[#6H:17]:[#6H:16]:[#6H:15]:[#6H:14]:2.[#6H:19](=[#8])-[#6:27]1:[#6H:28]:[#6H:29]:[#6:30](:[#6H:33]:[#6H:34]:1)-[#6H2:31]-[#6H3:32].[#6:6](=[#8:7])(-[#8H:21])-[#6:5]1:[#6H:4]:[#6:3](-[#6:2]#[#6H:1]):[#6H:37]:[#6H:36]:[#6H:35]:1>>[#6H:1]#[#6:2]-[#6:3]1:[#6H:4]:[#6:5](-[#6:6](=[#8:7])-[#7:8](-[#6:9]2:[#6H:10]:[#7:11]:[#6H:12]:[#6:13]3:[#6H:14]:[#6H:15]:[#6H:16]:[#6H:17]:[#6:18]:2:3)-[#6H:19](-[#6:20](=[#8:21])-[#7H:22]-[#6:23](-[#6H3:24])(-[#6H3:25])-[#6H3:26])-[#6:27]2:[#6H:28]:[#6H:29]:[#6:30](-[#6H2:31]-[#6H3:32]):[#6H:33]:[#6H:34]:2):[#6H:35]:[#6H:36]:[#6H:37]:1,FC(F)(CO)F,0
ac-8-ace_al-17_nc-1_am-17,[#6-:20]#[#7+:22]-[#6:23](-[#6H3:24])(-[#6H3:25])-[#6H3:26].[#7H2]-[#6]1:[#6H:10]:[#7:11]:[#6H:12]:[#6:13]2:[#6:18]:1:[#6H:17]:[#6H:16]:[#6H:15]:[#6H:14]:2.[#6H:19](=[#8])-[#6H:27](-[#6H3:28])-[#6H2:29]-[#6H3:30].[#6:6](=[#8:7])(-[#8H:21])-[#6:5]1:[#6H:4]:[#6:3](-[#6:2]#[#6H:1]):[#6H:33]:[#6H:32]:[#6H:31]:1>>[#6H:1]#[#6:2]-[#6:3]1:[#6H:4]:[#6:5](-[#6:6](=[#8:7])-[#7:8](-[#6:9]2:[#6H:10]:[#7:11]:[#6H:12]:[#6:13]3:[#6H:14]:[#6H:15]:[#6H:16]:[#6H:17]:[#6:18]:2:3)-[#6H:19](-[#6:20](=[#8:21])-[#7H:22]-[#6:23](-[#6H3:24])(-[#6H3:25])-[#6H3:26])-[#6H:27](-[#6H3:28])-[#6H2:29]-[#6H3:30]):[#6H:31]:[#6H:32]:[#6H:33]:1,FC(F)(CO)F,0
ac-8-ace_al-18_nc-1_am-17,[#6-:20]#[#7+:22]-[#6:23](-[#6H3:24])(-[#6H3:25])-[#6H3:26].[#7H2]-[#6]1:[#6H:10]:[#7:11]:[#6H:12]:[#6:13]2:[#6:18]:1:[#6H:17]:[#6H:16]:[#6H:15]:[#6H:14]:2.[#6H:19](=[#8])-[#6:27]1:[#6H:28]:[#6H:29]:[#6:30](:[#6H:37]:[#6H:38]:1)-[#7:31]1-[#6H2:32]-[#6H2:33]-[#8:34]-[#6H2:35]-[#6H2:36]-1.[#6:6](=[#8:7])(-[#8H:21])-[#6:5]1:[#6H:4]:[#6:3](-[#6:2]#[#6H:1]):[#6H:41]:[#6H:40]:[#6H:39]:1>>[#6H:1]#[#6:2]-[#6:3]1:[#6H:4]:[#6:5](-[#6:6](=[#8:7])-[#7:8](-[#6:9]2:[#6H:10]:[#7:11]:[#6H:12]:[#6:13]3:[#6H:14]:[#6H:15]:[#6H:16]:[#6H:17]:[#6:18]:2:3)-[#6H:19](-[#6:20](=[#8:21])-[#7H:22]-[#6:23](-[#6H3:24])(-[#6H3:25])-[#6H3:26])-[#6:27]2:[#6H:28]:[#6H:29]:[#6:30](-[#7:31]3-[#6H2:32]-[#6H2:33]-[#8:34]-[#6H2:35]-[#6H2:36]-3):[#6H:37]:[#6H:38]:2):[#6H:39]:[#6H:40]:[#6H:41]:1,FC(F)(CO)F,0
ac-8-ace_al-20_nc-1_am-17,[#6-:20]#[#7+:22]-[#6:23](-[#6H3:24])(-[#6H3:25])-[#6H3:26].[#7H2]-[#6]1:[#6H:10]:[#7:11]:[#6H:12]:[#6:13]2:[#6:18]:1:[#6H:17]:[#6H:16]:[#6H:15]:[#6H:14]:2.[#6H:19](=[#8])-[#6:27]1:[#6H:28]:[#6H:29]:[#6:30](:[#7:32]:[#6H:33]:1)-[#6H3:31].[#6:6](=[#8:7])(-[#8H:21])-[#6:5]1:[#6H:4]:[#6:3](-[#6:2]#[#6H:1]):[#6H:36]:[#6H:35]:[#6H:34]:1>>[#6H:1]#[#6:2]-[#6:3]1:[#6H:4]:[#6:5](-[#6:6](=[#8:7])-[#7:8](-[#6:9]2:[#6H:10]:[#7:11]:[#6H:12]:[#6:13]3:[#6H:14]:[#6H:15]:[#6H:16]:[#6H:17]:[#6:18]:2:3)-[#6H:19](-[#6:20](=[#8:21])-[#7H:22]-[#6:23](-[#6H3:24])(-[#6H3:25])-[#6H3:26])-[#6:27]2:[#6H:28]:[#6H:29]:[#6:30](-[#6H3:31]):[#7:32]:[#6H:33]:2):[#6H:34]:[#6H:35]:[#6H:36]:1,FC(F)(CO)F,0
ac-13_al-11-ace_nc-1_am-17,[#6-:8]#[#7+:10]-[#6:11](-[#6H3:12])(-[#6H3:13])-[#6H3:14].[#7H2]-[#6]1:[#6H:25]:[#7:26]:[#6H:27]:[#6:28]2:[#6:33]:1:[#6H:32]:[#6H:31]:[#6H:30]:[#6H:29]:2.[#6H:7](=[#8])-[#6:6]1:[#6H:5]:[#6H:4]:[#6:3](:[#6H:35]:[#6H:34]:1)-[#6:2]#[#6H:1].[#6:16](=[#8:17])(-[#8H:9])-[#6:18]1:[#6H:19]:[#8:20]:[#6:21](:[#7:23]:1)-[#6H3:22]>>[#6H:1]#[#6:2]-[#6:3]1:[#6H:4]:[#6H:5]:[#6:6](-[#6H:7](-[#6:8](=[#8:9])-[#7H:10]-[#6:11](-[#6H3:12])(-[#6H3:13])-[#6H3:14])-[#7:15](-[#6:16](=[#8:17])-[#6:18]2:[#6H:19]:[#8:20]:[#6:21](-[#6H3:22]):[#7:23]:2)-[#6:24]2:[#6H:25]:[#7:26]:[#6H:27]:[#6:28]3:[#6H:29]:[#6H:30]:[#6H:31]:[#6H:32]:[#6:33]:2:3):[#6H:34]:[#6H:35]:1,FC(F)(CO)F,0
ac-14_al-11-ace_nc-1_am-17,[#6-:8]#[#7+:10]-[#6:11](-[#6H3:12])(-[#6H3:13])-[#6H3:14].[#7H2]-[#6]1:[#6H:25]:[#7:26]:[#6H:27]:[#6:28]2:[#6:33]:1:[#6H:32]:[#6H:31]:[#6H:30]:[#6H:29]:2.[#6H:7](=[#8])-[#6:6]1:[#6H:5]:[#6H:4]:[#6:3](:[#6H:35]:[#6H:34]:1)-[#6:2]#[#6H:1].[#6:16](=[#8:17])(-[#8H:9])-[#6:18]1:[#6:19](-[#6H3:20]):[#8:21]:[#6H:22]:[#6H:23]:1>>[#6H:1]#[#6:2]-[#6:3]1:[#6H:4]:[#6H:5]:[#6:6](-[#6H:7](-[#6:8](=[#8:9])-[#7H:10]-[#6:11](-[#6H3:12])(-[#6H3:13])-[#6H3:14])-[#7:15](-[#6:16](=[#8:17])-[#6:18]2:[#6:19](-[#6H3:20]):[#8:21]:[#6H:22]:[#6H:23]:2)-[#6:24]2:[#6H:25]:[#7:26]:[#6H:27]:[#6:28]3:[#6H:29]:[#6H:30]:[#6H:31]:[#6H:32]:[#6:33]:2:3):[#6H:34]:[#6H:35]:1,FC(F)(CO)F,1
