exp_id,rxn_smiles_with_solvent,solvent,precipitate
ac-15_al-17_nc-1_am-10-ace,[#6-:15]#[#7+:17]-[#6:18](-[#6H3:19])(-[#6H3:20])-[#6H3:21].[#7H2]-[#6H2]-[#6:2]#[#6H:1].[#6H:14](=[#8])-[#6H:22](-[#6H3:23])-[#6H2:24]-[#6H3:25].[#6:5](=[#8:6])(-[#8H:16])-[#6:7]1:[#6H:8]:[#7H:9]:[#6:10](:[#6H:12]:[#6H:13]:1)=[#8:11]>>[#6H:1]#[#6:2]-[#6H2:3]-[#7:4](-[#6:5](=[#8:6])-[#6:7]1:[#6H:8]:[#7H:9]:[#6:10](=[#8:11]):[#6H:12]:[#6H:13]:1)-[#6H:14](-[#6:15](=[#8:16])-[#7H:17]-[#6:18](-[#6H3:19])(-[#6H3:20])-[#6H3:21])-[#6H:22](-[#6H3:23])-[#6H2:24]-[#6H3:25],FC(F)(CO)F,1
ac-15_al-18_nc-1_am-10-ace,[#6-:15]#[#7+:17]-[#6:18](-[#6H3:19])(-[#6H3:20])-[#6H3:21].[#7H2]-[#6H2]-[#6:2]#[#6H:1].[#6H:14](=[#8])-[#6:22]1:[#6H:23]:[#6H:24]:[#6:25](:[#6H:32]:[#6H:33]:1)-[#7:26]1-[#6H2:27]-[#6H2:28]-[#8:29]-[#6H2:30]-[#6H2:31]-1.[#6:5](=[#8:6])(-[#8H:16])-[#6:7]1:[#6H:8]:[#7H:9]:[#6:10](:[#6H:12]:[#6H:13]:1)=[#8:11]>>[#6H:1]#[#6:2]-[#6H2:3]-[#7:4](-[#6:5](=[#8:6])-[#6:7]1:[#6H:8]:[#7H:9]:[#6:10](=[#8:11]):[#6H:12]:[#6H:13]:1)-[#6H:14](-[#6:15](=[#8:16])-[#7H:17]-[#6:18](-[#6H3:19])(-[#6H3:20])-[#6H3:21])-[#6:22]1:[#6H:23]:[#6H:24]:[#6:25](-[#7:26]2-[#6H2:27]-[#6H2:28]-[#8:29]-[#6H2:30]-[#6H2:31]-2):[#6H:32]:[#6H:33]:1,FC(F)(CO)F,1
ac-15_al-20_nc-1_am-10-ace,[#6-:15]#[#7+:17]-[#6:18](-[#6H3:19])(-[#6H3:20])-[#6H3:21].[#7H2]-[#6H2]-[#6:2]#[#6H:1].[#6H:14](=[#8])-[#6:22]1:[#6H:23]:[#6H:24]:[#6:25](:[#7:27]:[#6H:28]:1)-[#6H3:26].[#6:5](=[#8:6])(-[#8H:16])-[#6:7]1:[#6H:8]:[#7H:9]:[#6:10](:[#6H:12]:[#6H:13]:1)=[#8:11]>>[#6H:1]#[#6:2]-[#6H2:3]-[#7:4](-[#6:5](=[#8:6])-[#6:7]1:[#6H:8]:[#7H:9]:[#6:10](=[#8:11]):[#6H:12]:[#6H:13]:1)-[#6H:14](-[#6:15](=[#8:16])-[#7H:17]-[#6:18](-[#6H3:19])(-[#6H3:20])-[#6H3:21])-[#6:22]1:[#6H:23]:[#6H:24]:[#6:25](-[#6H3:26]):[#7:27]:[#6H:28]:1,FC(F)(CO)F,1
ac-9-ace_al-6_nc-1_am-14,[#6-:15]#[#7+:17]-[#6:18](-[#6H3:19])(-[#6H3:20])-[#6H3:21].[#7H2]-[#6H]1-[#6H2:11]-[#6H2:12]-[#6H2:13]-1.[#6H:14](=[#8])-[#6:22](-[#9:23])(-[#9:24])-[#9:25].[#6:7](=[#8:8])(-[#8H:16])-[#6:6]1:[#6H:5]:[#6H:4]:[#6:3](:[#6H:27]:[#6H:26]:1)-[#6:2]#[#6H:1]>>[#6H:1]#[#6:2]-[#6:3]1:[#6H:4]:[#6H:5]:[#6:6](-[#6:7](=[#8:8])-[#7:9](-[#6H:10]2-[#6H2:11]-[#6H2:12]-[#6H2:13]-2)-[#6H:14](-[#6:15](=[#8:16])-[#7H:17]-[#6:18](-[#6H3:19])(-[#6H3:20])-[#6H3:21])-[#6:22](-[#9:23])(-[#9:24])-[#9:25]):[#6H:26]:[#6H:27]:1,FC(F)(CO)F,0
ac-9-ace_al-15_nc-1_am-14,[#6-:15]#[#7+:17]-[#6:18](-[#6H3:19])(-[#6H3:20])-[#6H3:21].[#7H2]-[#6H]1-[#6H2:11]-[#6H2:12]-[#6H2:13]-1.[#6H:14](=[#8])-[#6:22]1:[#6H:23]:[#6H:24]:[#6H:25]:[#6H:26]:[#6:27]:1-[#8:28]-[#6:29](-[#9:30])(-[#9:31])-[#9:32].[#6:7](=[#8:8])(-[#8H:16])-[#6:6]1:[#6H:5]:[#6H:4]:[#6:3](:[#6H:34]:[#6H:33]:1)-[#6:2]#[#6H:1]>>[#6H:1]#[#6:2]-[#6:3]1:[#6H:4]:[#6H:5]:[#6:6](-[#6:7](=[#8:8])-[#7:9](-[#6H:10]2-[#6H2:11]-[#6H2:12]-[#6H2:13]-2)-[#6H:14](-[#6:15](=[#8:16])-[#7H:17]-[#6:18](-[#6H3:19])(-[#6H3:20])-[#6H3:21])-[#6:22]2:[#6H:23]:[#6H:24]:[#6H:25]:[#6H:26]:[#6:27]:2-[#8:28]-[#6:29](-[#9:30])(-[#9:31])-[#9:32]):[#6H:33]:[#6H:34]:1,FC(F)(CO)F,1
ac-9-ace_al-16_nc-1_am-14,[#6-:15]#[#7+:17]-[#6:18](-[#6H3:19])(-[#6H3:20])-[#6H3:21].[#7H2]-[#6H]1-[#6H2:11]-[#6H2:12]-[#6H2:13]-1.[#6H:14](=[#8])-[#6:22]1:[#6H:23]:[#6H:24]:[#6:25](:[#6H:28]:[#6H:29]:1)-[#6H2:26]-[#6H3:27].[#6:7](=[#8:8])(-[#8H:16])-[#6:6]1:[#6H:5]:[#6H:4]:[#6:3](:[#6H:31]:[#6H:30]:1)-[#6:2]#[#6H:1]>>[#6H:1]#[#6:2]-[#6:3]1:[#6H:4]:[#6H:5]:[#6:6](-[#6:7](=[#8:8])-[#7:9](-[#6H:10]2-[#6H2:11]-[#6H2:12]-[#6H2:13]-2)-[#6H:14](-[#6:15](=[#8:16])-[#7H:17]-[#6:18](-[#6H3:19])(-[#6H3:20])-[#6H3:21])-[#6:22]2:[#6H:23]:[#6H:24]:[#6:25](-[#6H2:26]-[#6H3:27]):[#6H:28]:[#6H:29]:2):[#6H:30]:[#6H:31]:1,FC(F)(CO)F,1
ac-9-ace_al-17_nc-1_am-14,[#6-:15]#[#7+:17]-[#6:18](-[#6H3:19])(-[#6H3:20])-[#6H3:21].[#7H2]-[#6H]1-[#6H2:11]-[#6H2:12]-[#6H2:13]-1.[#6H:14](=[#8])-[#6H:22](-[#6H3:23])-[#6H2:24]-[#6H3:25].[#6:7](=[#8:8])(-[#8H:16])-[#6:6]1:[#6H:5]:[#6H:4]:[#6:3](:[#6H:27]:[#6H:26]:1)-[#6:2]#[#6H:1]>>[#6H:1]#[#6:2]-[#6:3]1:[#6H:4]:[#6H:5]:[#6:6](-[#6:7](=[#8:8])-[#7:9](-[#6H:10]2-[#6H2:11]-[#6H2:12]-[#6H2:13]-2)-[#6H:14](-[#6:15](=[#8:16])-[#7H:17]-[#6:18](-[#6H3:19])(-[#6H3:20])-[#6H3:21])-[#6H:22](-[#6H3:23])-[#6H2:24]-[#6H3:25]):[#6H:26]:[#6H:27]:1,FC(F)(CO)F,0
ac-9-ace_al-18_nc-1_am-14,[#6-:15]#[#7+:17]-[#6:18](-[#6H3:19])(-[#6H3:20])-[#6H3:21].[#7H2]-[#6H]1-[#6H2:11]-[#6H2:12]-[#6H2:13]-1.[#6H:14](=[#8])-[#6:22]1:[#6H:23]:[#6H:24]:[#6:25](:[#6H:32]:[#6H:33]:1)-[#7:26]1-[#6H2:27]-[#6H2:28]-[#8:29]-[#6H2:30]-[#6H2:31]-1.[#6:7](=[#8:8])(-[#8H:16])-[#6:6]1:[#6H:5]:[#6H:4]:[#6:3](:[#6H:35]:[#6H:34]:1)-[#6:2]#[#6H:1]>>[#6H:1]#[#6:2]-[#6:3]1:[#6H:4]:[#6H:5]:[#6:6](-[#6:7](=[#8:8])-[#7:9](-[#6H:10]2-[#6H2:11]-[#6H2:12]-[#6H2:13]-2)-[#6H:14](-[#6:15](=[#8:16])-[#7H:17]-[#6:18](-[#6H3:19])(-[#6H3:20])-[#6H3:21])-[#6:22]2:[#6H:23]:[#6H:24]:[#6:25](-[#7:26]3-[#6H2:27]-[#6H2:28]-[#8:29]-[#6H2:30]-[#6H2:31]-3):[#6H:32]:[#6H:33]:2):[#6H:34]:[#6H:35]:1,FC(F)(CO)F,0
ac-9-ace_al-20_nc-1_am-14,[#6-:15]#[#7+:17]-[#6:18](-[#6H3:19])(-[#6H3:20])-[#6H3:21].[#7H2]-[#6H]1-[#6H2:11]-[#6H2:12]-[#6H2:13]-1.[#6H:14](=[#8])-[#6:22]1:[#6H:23]:[#6H:24]:[#6:25](:[#7:27]:[#6H:28]:1)-[#6H3:26].[#6:7](=[#8:8])(-[#8H:16])-[#6:6]1:[#6H:5]:[#6H:4]:[#6:3](:[#6H:30]:[#6H:29]:1)-[#6:2]#[#6H:1]>>[#6H:1]#[#6:2]-[#6:3]1:[#6H:4]:[#6H:5]:[#6:6](-[#6:7](=[#8:8])-[#7:9](-[#6H:10]2-[#6H2:11]-[#6H2:12]-[#6H2:13]-2)-[#6H:14](-[#6:15](=[#8:16])-[#7H:17]-[#6:18](-[#6H3:19])(-[#6H3:20])-[#6H3:21])-[#6:22]2:[#6H:23]:[#6H:24]:[#6:25](-[#6H3:26]):[#7:27]:[#6H:28]:2):[#6H:29]:[#6H:30]:1,FC(F)(CO)F,1
ac-17_al-6_nc-1_am-10-ace,[#6-:17]#[#7+:19]-[#6:20](-[#6H3:21])(-[#6H3:22])-[#6H3:23].[#7H2]-[#6H2]-[#6:2]#[#6H:1].[#6H:16](=[#8])-[#6:24](-[#9:25])(-[#9:26])-[#9:27].[#6:5](=[#8:6])(-[#8H:18])-[#6:7]1:[#6H:8]:[#7:9]2:[#6:14](:[#7:15]:1):[#6H:13]:[#7:12]:[#6H:11]:[#6H:10]:2>>[#6H:1]#[#6:2]-[#6H2:3]-[#7:4](-[#6:5](=[#8:6])-[#6:7]1:[#6H:8]:[#7:9]2:[#6H:10]:[#6H:11]:[#7:12]:[#6H:13]:[#6:14]:2:[#7:15]:1)-[#6H:16](-[#6:17](=[#8:18])-[#7H:19]-[#6:20](-[#6H3:21])(-[#6H3:22])-[#6H3:23])-[#6:24](-[#9:25])(-[#9:26])-[#9:27],FC(F)(CO)F,1
ac-17_al-15_nc-1_am-10-ace,[#6-:17]#[#7+:19]-[#6:20](-[#6H3:21])(-[#6H3:22])-[#6H3:23].[#7H2]-[#6H2]-[#6:2]#[#6H:1].[#6H:16](=[#8])-[#6:24]1:[#6H:25]:[#6H:26]:[#6H:27]:[#6H:28]:[#6:29]:1-[#8:30]-[#6:31](-[#9:32])(-[#9:33])-[#9:34].[#6:5](=[#8:6])(-[#8H:18])-[#6:7]1:[#6H:8]:[#7:9]2:[#6:14](:[#7:15]:1):[#6H:13]:[#7:12]:[#6H:11]:[#6H:10]:2>>[#6H:1]#[#6:2]-[#6H2:3]-[#7:4](-[#6:5](=[#8:6])-[#6:7]1:[#6H:8]:[#7:9]2:[#6H:10]:[#6H:11]:[#7:12]:[#6H:13]:[#6:14]:2:[#7:15]:1)-[#6H:16](-[#6:17](=[#8:18])-[#7H:19]-[#6:20](-[#6H3:21])(-[#6H3:22])-[#6H3:23])-[#6:24]1:[#6H:25]:[#6H:26]:[#6H:27]:[#6H:28]:[#6:29]:1-[#8:30]-[#6:31](-[#9:32])(-[#9:33])-[#9:34],FC(F)(CO)F,1
ac-17_al-16_nc-1_am-10-ace,[#6-:17]#[#7+:19]-[#6:20](-[#6H3:21])(-[#6H3:22])-[#6H3:23].[#7H2]-[#6H2]-[#6:2]#[#6H:1].[#6H:16](=[#8])-[#6:24]1:[#6H:25]:[#6H:26]:[#6:27](:[#6H:30]:[#6H:31]:1)-[#6H2:28]-[#6H3:29].[#6:5](=[#8:6])(-[#8H:18])-[#6:7]1:[#6H:8]:[#7:9]2:[#6:14](:[#7:15]:1):[#6H:13]:[#7:12]:[#6H:11]:[#6H:10]:2>>[#6H:1]#[#6:2]-[#6H2:3]-[#7:4](-[#6:5](=[#8:6])-[#6:7]1:[#6H:8]:[#7:9]2:[#6H:10]:[#6H:11]:[#7:12]:[#6H:13]:[#6:14]:2:[#7:15]:1)-[#6H:16](-[#6:17](=[#8:18])-[#7H:19]-[#6:20](-[#6H3:21])(-[#6H3:22])-[#6H3:23])-[#6:24]1:[#6H:25]:[#6H:26]:[#6:27](-[#6H2:28]-[#6H3:29]):[#6H:30]:[#6H:31]:1,FC(F)(CO)F,1
ac-17_al-17_nc-1_am-10-ace,[#6-:17]#[#7+:19]-[#6:20](-[#6H3:21])(-[#6H3:22])-[#6H3:23].[#7H2]-[#6H2]-[#6:2]#[#6H:1].[#6H:16](=[#8])-[#6H:24](-[#6H3:25])-[#6H2:26]-[#6H3:27].[#6:5](=[#8:6])(-[#8H:18])-[#6:7]1:[#6H:8]:[#7:9]2:[#6:14](:[#7:15]:1):[#6H:13]:[#7:12]:[#6H:11]:[#6H:10]:2>>[#6H:1]#[#6:2]-[#6H2:3]-[#7:4](-[#6:5](=[#8:6])-[#6:7]1:[#6H:8]:[#7:9]2:[#6H:10]:[#6H:11]:[#7:12]:[#6H:13]:[#6:14]:2:[#7:15]:1)-[#6H:16](-[#6:17](=[#8:18])-[#7H:19]-[#6:20](-[#6H3:21])(-[#6H3:22])-[#6H3:23])-[#6H:24](-[#6H3:25])-[#6H2:26]-[#6H3:27],FC(F)(CO)F,1
ac-17_al-18_nc-1_am-10-ace,[#6-:17]#[#7+:19]-[#6:20](-[#6H3:21])(-[#6H3:22])-[#6H3:23].[#7H2]-[#6H2]-[#6:2]#[#6H:1].[#6H:16](=[#8])-[#6:24]1:[#6H:25]:[#6H:26]:[#6:27](:[#6H:34]:[#6H:35]:1)-[#7:28]1-[#6H2:29]-[#6H2:30]-[#8:31]-[#6H2:32]-[#6H2:33]-1.[#6:5](=[#8:6])(-[#8H:18])-[#6:7]1:[#6H:8]:[#7:9]2:[#6:14](:[#7:15]:1):[#6H:13]:[#7:12]:[#6H:11]:[#6H:10]:2>>[#6H:1]#[#6:2]-[#6H2:3]-[#7:4](-[#6:5](=[#8:6])-[#6:7]1:[#6H:8]:[#7:9]2:[#6H:10]:[#6H:11]:[#7:12]:[#6H:13]:[#6:14]:2:[#7:15]:1)-[#6H:16](-[#6:17](=[#8:18])-[#7H:19]-[#6:20](-[#6H3:21])(-[#6H3:22])-[#6H3:23])-[#6:24]1:[#6H:25]:[#6H:26]:[#6:27](-[#7:28]2-[#6H2:29]-[#6H2:30]-[#8:31]-[#6H2:32]-[#6H2:33]-2):[#6H:34]:[#6H:35]:1,FC(F)(CO)F,1
ac-17_al-20_nc-1_am-10-ace,[#6-:17]#[#7+:19]-[#6:20](-[#6H3:21])(-[#6H3:22])-[#6H3:23].[#7H2]-[#6H2]-[#6:2]#[#6H:1].[#6H:16](=[#8])-[#6:24]1:[#6H:25]:[#6H:26]:[#6:27](:[#7:29]:[#6H:30]:1)-[#6H3:28].[#6:5](=[#8:6])(-[#8H:18])-[#6:7]1:[#6H:8]:[#7:9]2:[#6:14](:[#7:15]:1):[#6H:13]:[#7:12]:[#6H:11]:[#6H:10]:2>>[#6H:1]#[#6:2]-[#6H2:3]-[#7:4](-[#6:5](=[#8:6])-[#6:7]1:[#6H:8]:[#7:9]2:[#6H:10]:[#6H:11]:[#7:12]:[#6H:13]:[#6:14]:2:[#7:15]:1)-[#6H:16](-[#6:17](=[#8:18])-[#7H:19]-[#6:20](-[#6H3:21])(-[#6H3:22])-[#6H3:23])-[#6:24]1:[#6H:25]:[#6H:26]:[#6:27](-[#6H3:28]):[#7:29]:[#6H:30]:1,FC(F)(CO)F,1
ac-9-ace_al-6_nc-1_am-17,[#6-:21]#[#7+:23]-[#6:24](-[#6H3:25])(-[#6H3:26])-[#6H3:27].[#7H2]-[#6]1:[#6H:11]:[#7:12]:[#6H:13]:[#6:14]2:[#6:19]:1:[#6H:18]:[#6H:17]:[#6H:16]:[#6H:15]:2.[#6H:20](=[#8])-[#6:28](-[#9:29])(-[#9:30])-[#9:31].[#6:7](=[#8:8])(-[#8H:22])-[#6:6]1:[#6H:5]:[#6H:4]:[#6:3](:[#6H:33]:[#6H:32]:1)-[#6:2]#[#6H:1]>>[#6H:1]#[#6:2]-[#6:3]1:[#6H:4]:[#6H:5]:[#6:6](-[#6:7](=[#8:8])-[#7:9](-[#6:10]2:[#6H:11]:[#7:12]:[#6H:13]:[#6:14]3:[#6H:15]:[#6H:16]:[#6H:17]:[#6H:18]:[#6:19]:2:3)-[#6H:20](-[#6:21](=[#8:22])-[#7H:23]-[#6:24](-[#6H3:25])(-[#6H3:26])-[#6H3:27])-[#6:28](-[#9:29])(-[#9:30])-[#9:31]):[#6H:32]:[#6H:33]:1,FC(F)(CO)F,0
ac-9-ace_al-15_nc-1_am-17,[#6-:21]#[#7+:23]-[#6:24](-[#6H3:25])(-[#6H3:26])-[#6H3:27].[#7H2]-[#6]1:[#6H:11]:[#7:12]:[#6H:13]:[#6:14]2:[#6:19]:1:[#6H:18]:[#6H:17]:[#6H:16]:[#6H:15]:2.[#6H:20](=[#8])-[#6:28]1:[#6H:29]:[#6H:30]:[#6H:31]:[#6H:32]:[#6:33]:1-[#8:34]-[#6:35](-[#9:36])(-[#9:37])-[#9:38].[#6:7](=[#8:8])(-[#8H:22])-[#6:6]1:[#6H:5]:[#6H:4]:[#6:3](:[#6H:40]:[#6H:39]:1)-[#6:2]#[#6H:1]>>[#6H:1]#[#6:2]-[#6:3]1:[#6H:4]:[#6H:5]:[#6:6](-[#6:7](=[#8:8])-[#7:9](-[#6:10]2:[#6H:11]:[#7:12]:[#6H:13]:[#6:14]3:[#6H:15]:[#6H:16]:[#6H:17]:[#6H:18]:[#6:19]:2:3)-[#6H:20](-[#6:21](=[#8:22])-[#7H:23]-[#6:24](-[#6H3:25])(-[#6H3:26])-[#6H3:27])-[#6:28]2:[#6H:29]:[#6H:30]:[#6H:31]:[#6H:32]:[#6:33]:2-[#8:34]-[#6:35](-[#9:36])(-[#9:37])-[#9:38]):[#6H:39]:[#6H:40]:1,FC(F)(CO)F,1
ac-9-ace_al-16_nc-1_am-17,[#6-:21]#[#7+:23]-[#6:24](-[#6H3:25])(-[#6H3:26])-[#6H3:27].[#7H2]-[#6]1:[#6H:11]:[#7:12]:[#6H:13]:[#6:14]2:[#6:19]:1:[#6H:18]:[#6H:17]:[#6H:16]:[#6H:15]:2.[#6H:20](=[#8])-[#6:28]1:[#6H:29]:[#6H:30]:[#6:31](:[#6H:34]:[#6H:35]:1)-[#6H2:32]-[#6H3:33].[#6:7](=[#8:8])(-[#8H:22])-[#6:6]1:[#6H:5]:[#6H:4]:[#6:3](:[#6H:37]:[#6H:36]:1)-[#6:2]#[#6H:1]>>[#6H:1]#[#6:2]-[#6:3]1:[#6H:4]:[#6H:5]:[#6:6](-[#6:7](=[#8:8])-[#7:9](-[#6:10]2:[#6H:11]:[#7:12]:[#6H:13]:[#6:14]3:[#6H:15]:[#6H:16]:[#6H:17]:[#6H:18]:[#6:19]:2:3)-[#6H:20](-[#6:21](=[#8:22])-[#7H:23]-[#6:24](-[#6H3:25])(-[#6H3:26])-[#6H3:27])-[#6:28]2:[#6H:29]:[#6H:30]:[#6:31](-[#6H2:32]-[#6H3:33]):[#6H:34]:[#6H:35]:2):[#6H:36]:[#6H:37]:1,FC(F)(CO)F,1
ac-9-ace_al-17_nc-1_am-17,[#6-:21]#[#7+:23]-[#6:24](-[#6H3:25])(-[#6H3:26])-[#6H3:27].[#7H2]-[#6]1:[#6H:11]:[#7:12]:[#6H:13]:[#6:14]2:[#6:19]:1:[#6H:18]:[#6H:17]:[#6H:16]:[#6H:15]:2.[#6H:20](=[#8])-[#6H:28](-[#6H3:29])-[#6H2:30]-[#6H3:31].[#6:7](=[#8:8])(-[#8H:22])-[#6:6]1:[#6H:5]:[#6H:4]:[#6:3](:[#6H:33]:[#6H:32]:1)-[#6:2]#[#6H:1]>>[#6H:1]#[#6:2]-[#6:3]1:[#6H:4]:[#6H:5]:[#6:6](-[#6:7](=[#8:8])-[#7:9](-[#6:10]2:[#6H:11]:[#7:12]:[#6H:13]:[#6:14]3:[#6H:15]:[#6H:16]:[#6H:17]:[#6H:18]:[#6:19]:2:3)-[#6H:20](-[#6:21](=[#8:22])-[#7H:23]-[#6:24](-[#6H3:25])(-[#6H3:26])-[#6H3:27])-[#6H:28](-[#6H3:29])-[#6H2:30]-[#6H3:31]):[#6H:32]:[#6H:33]:1,FC(F)(CO)F,0
ac-9-ace_al-18_nc-1_am-17,[#6-:21]#[#7+:23]-[#6:24](-[#6H3:25])(-[#6H3:26])-[#6H3:27].[#7H2]-[#6]1:[#6H:11]:[#7:12]:[#6H:13]:[#6:14]2:[#6:19]:1:[#6H:18]:[#6H:17]:[#6H:16]:[#6H:15]:2.[#6H:20](=[#8])-[#6:28]1:[#6H:29]:[#6H:30]:[#6:31](:[#6H:38]:[#6H:39]:1)-[#7:32]1-[#6H2:33]-[#6H2:34]-[#8:35]-[#6H2:36]-[#6H2:37]-1.[#6:7](=[#8:8])(-[#8H:22])-[#6:6]1:[#6H:5]:[#6H:4]:[#6:3](:[#6H:41]:[#6H:40]:1)-[#6:2]#[#6H:1]>>[#6H:1]#[#6:2]-[#6:3]1:[#6H:4]:[#6H:5]:[#6:6](-[#6:7](=[#8:8])-[#7:9](-[#6:10]2:[#6H:11]:[#7:12]:[#6H:13]:[#6:14]3:[#6H:15]:[#6H:16]:[#6H:17]:[#6H:18]:[#6:19]:2:3)-[#6H:20](-[#6:21](=[#8:22])-[#7H:23]-[#6:24](-[#6H3:25])(-[#6H3:26])-[#6H3:27])-[#6:28]2:[#6H:29]:[#6H:30]:[#6:31](-[#7:32]3-[#6H2:33]-[#6H2:34]-[#8:35]-[#6H2:36]-[#6H2:37]-3):[#6H:38]:[#6H:39]:2):[#6H:40]:[#6H:41]:1,FC(F)(CO)F,0
ac-9-ace_al-20_nc-1_am-17,[#6-:21]#[#7+:23]-[#6:24](-[#6H3:25])(-[#6H3:26])-[#6H3:27].[#7H2]-[#6]1:[#6H:11]:[#7:12]:[#6H:13]:[#6:14]2:[#6:19]:1:[#6H:18]:[#6H:17]:[#6H:16]:[#6H:15]:2.[#6H:20](=[#8])-[#6:28]1:[#6H:29]:[#6H:30]:[#6:31](:[#7:33]:[#6H:34]:1)-[#6H3:32].[#6:7](=[#8:8])(-[#8H:22])-[#6:6]1:[#6H:5]:[#6H:4]:[#6:3](:[#6H:36]:[#6H:35]:1)-[#6:2]#[#6H:1]>>[#6H:1]#[#6:2]-[#6:3]1:[#6H:4]:[#6H:5]:[#6:6](-[#6:7](=[#8:8])-[#7:9](-[#6:10]2:[#6H:11]:[#7:12]:[#6H:13]:[#6:14]3:[#6H:15]:[#6H:16]:[#6H:17]:[#6H:18]:[#6:19]:2:3)-[#6H:20](-[#6:21](=[#8:22])-[#7H:23]-[#6:24](-[#6H3:25])(-[#6H3:26])-[#6H3:27])-[#6:28]2:[#6H:29]:[#6H:30]:[#6:31](-[#6H3:32]):[#7:33]:[#6H:34]:2):[#6H:35]:[#6H:36]:1,FC(F)(CO)F,0
ac-18_al-6_nc-1_am-10-ace,[#6-:15]#[#7+:17]-[#6:18](-[#6H3:19])(-[#6H3:20])-[#6H3:21].[#7H2]-[#6H2]-[#6:2]#[#6H:1].[#6H:14](=[#8])-[#6:22](-[#9:23])(-[#9:24])-[#9:25].[#6:5](=[#8:6])(-[#8H:16])-[#6:7]1:[#7:8]:[#6H:9]:[#6:10](:[#7:12]:[#6H:13]:1)-[#6H3:11]>>[#6H:1]#[#6:2]-[#6H2:3]-[#7:4](-[#6:5](=[#8:6])-[#6:7]1:[#7:8]:[#6H:9]:[#6:10](-[#6H3:11]):[#7:12]:[#6H:13]:1)-[#6H:14](-[#6:15](=[#8:16])-[#7H:17]-[#6:18](-[#6H3:19])(-[#6H3:20])-[#6H3:21])-[#6:22](-[#9:23])(-[#9:24])-[#9:25],FC(F)(CO)F,0
ac-18_al-15_nc-1_am-10-ace,[#6-:15]#[#7+:17]-[#6:18](-[#6H3:19])(-[#6H3:20])-[#6H3:21].[#7H2]-[#6H2]-[#6:2]#[#6H:1].[#6H:14](=[#8])-[#6:22]1:[#6H:23]:[#6H:24]:[#6H:25]:[#6H:26]:[#6:27]:1-[#8:28]-[#6:29](-[#9:30])(-[#9:31])-[#9:32].[#6:5](=[#8:6])(-[#8H:16])-[#6:7]1:[#7:8]:[#6H:9]:[#6:10](:[#7:12]:[#6H:13]:1)-[#6H3:11]>>[#6H:1]#[#6:2]-[#6H2:3]-[#7:4](-[#6:5](=[#8:6])-[#6:7]1:[#7:8]:[#6H:9]:[#6:10](-[#6H3:11]):[#7:12]:[#6H:13]:1)-[#6H:14](-[#6:15](=[#8:16])-[#7H:17]-[#6:18](-[#6H3:19])(-[#6H3:20])-[#6H3:21])-[#6:22]1:[#6H:23]:[#6H:24]:[#6H:25]:[#6H:26]:[#6:27]:1-[#8:28]-[#6:29](-[#9:30])(-[#9:31])-[#9:32],FC(F)(CO)F,1
ac-18_al-16_nc-1_am-10-ace,[#6-:15]#[#7+:17]-[#6:18](-[#6H3:19])(-[#6H3:20])-[#6H3:21].[#7H2]-[#6H2]-[#6:2]#[#6H:1].[#6H:14](=[#8])-[#6:22]1:[#6H:23]:[#6H:24]:[#6:25](:[#6H:28]:[#6H:29]:1)-[#6H2:26]-[#6H3:27].[#6:5](=[#8:6])(-[#8H:16])-[#6:7]1:[#7:8]:[#6H:9]:[#6:10](:[#7:12]:[#6H:13]:1)-[#6H3:11]>>[#6H:1]#[#6:2]-[#6H2:3]-[#7:4](-[#6:5](=[#8:6])-[#6:7]1:[#7:8]:[#6H:9]:[#6:10](-[#6H3:11]):[#7:12]:[#6H:13]:1)-[#6H:14](-[#6:15](=[#8:16])-[#7H:17]-[#6:18](-[#6H3:19])(-[#6H3:20])-[#6H3:21])-[#6:22]1:[#6H:23]:[#6H:24]:[#6:25](-[#6H2:26]-[#6H3:27]):[#6H:28]:[#6H:29]:1,FC(F)(CO)F,1
ac-18_al-17_nc-1_am-10-ace,[#6-:15]#[#7+:17]-[#6:18](-[#6H3:19])(-[#6H3:20])-[#6H3:21].[#7H2]-[#6H2]-[#6:2]#[#6H:1].[#6H:14](=[#8])-[#6H:22](-[#6H3:23])-[#6H2:24]-[#6H3:25].[#6:5](=[#8:6])(-[#8H:16])-[#6:7]1:[#7:8]:[#6H:9]:[#6:10](:[#7:12]:[#6H:13]:1)-[#6H3:11]>>[#6H:1]#[#6:2]-[#6H2:3]-[#7:4](-[#6:5](=[#8:6])-[#6:7]1:[#7:8]:[#6H:9]:[#6:10](-[#6H3:11]):[#7:12]:[#6H:13]:1)-[#6H:14](-[#6:15](=[#8:16])-[#7H:17]-[#6:18](-[#6H3:19])(-[#6H3:20])-[#6H3:21])-[#6H:22](-[#6H3:23])-[#6H2:24]-[#6H3:25],FC(F)(CO)F,0
