id,rxn_smiles_with_solvent,solvent,precipitate,yield_virtual,yield
ac3_al2_nc1_am1,[#6-:6]#[#7+:5]-[#6:2](-[#6H3:1])(-[#6H3:3])-[#6H3:4].[#7H2]-[#6]1:[#7:27]:[#7H:28]:[#6:29](:[#6H:33]:1)-[#6H:30]1-[#6H2:31]-[#6H2:32]-1.[#6H:8](=[#8])-[#6:9]1:[#6H:10]:[#6H:11]:[#6:12](:[#6H:18]:[#6H:19]:1)-[#8:13]-[#6:14](-[#9:15])(-[#9:16])-[#9:17].[#6:21](=[#8:22])(-[#8H:7])-[#6@H:23]1-[#6H2:24]-[#8:25]-1>>[#6H3:1]-[#6:2](-[#6H3:3])(-[#6H3:4])-[#7H:5]-[#6:6](=[#8:7])-[#6H:8](-[#6:9]1:[#6H:10]:[#6H:11]:[#6:12](-[#8:13]-[#6:14](-[#9:15])(-[#9:16])-[#9:17]):[#6H:18]:[#6H:19]:1)-[#7:20](-[#6:21](=[#8:22])-[#6@H:23]1-[#6H2:24]-[#8:25]-1)-[#6:26]1:[#7:27]:[#7H:28]:[#6:29](-[#6H:30]2-[#6H2:31]-[#6H2:32]-2):[#6H:33]:1,FC(F)(CO)F,0,0.0,0
ac3_al2_nc1_am2,[#6-:6]#[#7+:5]-[#6:2](-[#6H3:1])(-[#6H3:3])-[#6H3:4].[#7H2]-[#6@H]1-[#6H:27]=[#6H:28]-[#6@H:29](-[#6H2:32]-1)-[#6H2:30]-[#8H:31].[#6H:8](=[#8])-[#6:9]1:[#6H:10]:[#6H:11]:[#6:12](:[#6H:18]:[#6H:19]:1)-[#8:13]-[#6:14](-[#9:15])(-[#9:16])-[#9:17].[#6:21](=[#8:22])(-[#8H:7])-[#6@H:23]1-[#6H2:24]-[#8:25]-1>>[#6H3:1]-[#6:2](-[#6H3:3])(-[#6H3:4])-[#7H:5]-[#6:6](=[#8:7])-[#6H:8](-[#6:9]1:[#6H:10]:[#6H:11]:[#6:12](-[#8:13]-[#6:14](-[#9:15])(-[#9:16])-[#9:17]):[#6H:18]:[#6H:19]:1)-[#7:20](-[#6:21](=[#8:22])-[#6@H:23]1-[#6H2:24]-[#8:25]-1)-[#6@H:26]1-[#6H:27]=[#6H:28]-[#6@@H:29](-[#6H2:30]-[#8H:31])-[#6H2:32]-1,FC(F)(CO)F,1,0.0,2
ac3_al2_nc1_am3,[#6-:6]#[#7+:5]-[#6:2](-[#6H3:1])(-[#6H3:3])-[#6H3:4].[#7H2]-[#6]1:[#6H:27]:[#6H:28]:[#6:29](:[#6H:37]:[#6H:38]:1)-[#6H2:30]-[#6:31]1:[#6H:32]:[#6H:33]:[#6H:34]:[#6H:35]:[#6H:36]:1.[#6H:8](=[#8])-[#6:9]1:[#6H:10]:[#6H:11]:[#6:12](:[#6H:18]:[#6H:19]:1)-[#8:13]-[#6:14](-[#9:15])(-[#9:16])-[#9:17].[#6:21](=[#8:22])(-[#8H:7])-[#6@H:23]1-[#6H2:24]-[#8:25]-1>>[#6H3:1]-[#6:2](-[#6H3:3])(-[#6H3:4])-[#7H:5]-[#6:6](=[#8:7])-[#6H:8](-[#6:9]1:[#6H:10]:[#6H:11]:[#6:12](-[#8:13]-[#6:14](-[#9:15])(-[#9:16])-[#9:17]):[#6H:18]:[#6H:19]:1)-[#7:20](-[#6:21](=[#8:22])-[#6@H:23]1-[#6H2:24]-[#8:25]-1)-[#6:26]1:[#6H:27]:[#6H:28]:[#6:29](-[#6H2:30]-[#6:31]2:[#6H:32]:[#6H:33]:[#6H:34]:[#6H:35]:[#6H:36]:2):[#6H:37]:[#6H:38]:1,FC(F)(CO)F,0,0.0,0
ac6_al4_nc1_am4,[#6-:6]#[#7+:5]-[#6:2](-[#6H3:1])(-[#6H3:3])-[#6H3:4].[#7H3].[#6H:8](=[#8])-[#6H:14]1-[#6H2:15]-[#6H:16]2-[#6H2:20]-[#6H:19]-1-[#6H:18]=[#6H:17]-2.[#6:10](=[#8:11])(-[#8H:7])-[#6H2:12]-[#17:13]>>[#6H3:1]-[#6:2](-[#6H3:3])(-[#6H3:4])-[#7H:5]-[#6:6](=[#8:7])-[#6H:8](-[#7H:9]-[#6:10](=[#8:11])-[#6H2:12]-[#17:13])-[#6H:14]1-[#6H2:15]-[#6H:16]2-[#6H:17]=[#6H:18]-[#6H:19]-1-[#6H2:20]-2,FC(F)(CO)F,0,0.0,1
ac6_al4_nc1_am5,[#6-:6]#[#7+:5]-[#6:2](-[#6H3:1])(-[#6H3:3])-[#6H3:4].[#7H2]-[#6H2]-[#6:18]1:[#6H:19]:[#6:20]2:[#6:21](:[#7H:26]:1):[#6H:22]:[#6H:23]:[#6H:24]:[#6H:25]:2.[#6H:8](=[#8])-[#6H:9]1-[#6H2:10]-[#6H:11]2-[#6H2:15]-[#6H:14]-1-[#6H:13]=[#6H:12]-2.[#6:27](=[#8:28])(-[#8H:7])-[#6H2:29]-[#17:30]>>[#6H3:1]-[#6:2](-[#6H3:3])(-[#6H3:4])-[#7H:5]-[#6:6](=[#8:7])-[#6H:8](-[#6H:9]1-[#6H2:10]-[#6H:11]2-[#6H:12]=[#6H:13]-[#6H:14]-1-[#6H2:15]-2)-[#7:16](-[#6H2:17]-[#6:18]1:[#6H:19]:[#6:20]2:[#6:21](:[#6H:22]:[#6H:23]:[#6H:24]:[#6H:25]:2):[#7H:26]:1)-[#6:27](=[#8:28])-[#6H2:29]-[#17:30],FC(F)(CO)F,1,0.0,2
ac6_al4_nc1_am6,[#6-:6]#[#7+:5]-[#6:2](-[#6H3:1])(-[#6H3:3])-[#6H3:4].[#7H2]-[#6H2]-[#6:18]1:[#6:19](-[#17:20]):[#6H:21]:[#6:22](:[#6H:24]:[#6H:25]:1)-[#9:23].[#6H:8](=[#8])-[#6H:9]1-[#6H2:10]-[#6H:11]2-[#6H2:15]-[#6H:14]-1-[#6H:13]=[#6H:12]-2.[#6:26](=[#8:27])(-[#8H:7])-[#6H2:28]-[#17:29]>>[#6H3:1]-[#6:2](-[#6H3:3])(-[#6H3:4])-[#7H:5]-[#6:6](=[#8:7])-[#6H:8](-[#6H:9]1-[#6H2:10]-[#6H:11]2-[#6H:12]=[#6H:13]-[#6H:14]-1-[#6H2:15]-2)-[#7:16](-[#6H2:17]-[#6:18]1:[#6:19](-[#17:20]):[#6H:21]:[#6:22](-[#9:23]):[#6H:24]:[#6H:25]:1)-[#6:26](=[#8:27])-[#6H2:28]-[#17:29],FC(F)(CO)F,1,0.0,2
ac3_al2_nc2_am1,[#6-:2]#[#7+:3]-[#6H2:4]-[#6:5]1:[#6H:6]:[#6H:7]:[#6H:8]:[#6H:9]:[#6H:10]:1.[#7H2]-[#6]1:[#7:30]:[#7H:31]:[#6:32](:[#6H:36]:1)-[#6H:33]1-[#6H2:34]-[#6H2:35]-1.[#6H:11](=[#8])-[#6:12]1:[#6H:13]:[#6H:14]:[#6:15](:[#6H:21]:[#6H:22]:1)-[#8:16]-[#6:17](-[#9:18])(-[#9:19])-[#9:20].[#6:24](=[#8:25])(-[#8H:1])-[#6@H:26]1-[#6H2:27]-[#8:28]-1>>[#8:1]=[#6:2](-[#7H:3]-[#6H2:4]-[#6:5]1:[#6H:6]:[#6H:7]:[#6H:8]:[#6H:9]:[#6H:10]:1)-[#6H:11](-[#6:12]1:[#6H:13]:[#6H:14]:[#6:15](-[#8:16]-[#6:17](-[#9:18])(-[#9:19])-[#9:20]):[#6H:21]:[#6H:22]:1)-[#7:23](-[#6:24](=[#8:25])-[#6@H:26]1-[#6H2:27]-[#8:28]-1)-[#6:29]1:[#7:30]:[#7H:31]:[#6:32](-[#6H:33]2-[#6H2:34]-[#6H2:35]-2):[#6H:36]:1,FC(F)(CO)F,0,0.0,0
ac3_al2_nc2_am2,[#6-:2]#[#7+:3]-[#6H2:4]-[#6:5]1:[#6H:6]:[#6H:7]:[#6H:8]:[#6H:9]:[#6H:10]:1.[#7H2]-[#6@H]1-[#6H:30]=[#6H:31]-[#6@H:32](-[#6H2:35]-1)-[#6H2:33]-[#8H:34].[#6H:11](=[#8])-[#6:12]1:[#6H:13]:[#6H:14]:[#6:15](:[#6H:21]:[#6H:22]:1)-[#8:16]-[#6:17](-[#9:18])(-[#9:19])-[#9:20].[#6:24](=[#8:25])(-[#8H:1])-[#6@H:26]1-[#6H2:27]-[#8:28]-1>>[#8:1]=[#6:2](-[#7H:3]-[#6H2:4]-[#6:5]1:[#6H:6]:[#6H:7]:[#6H:8]:[#6H:9]:[#6H:10]:1)-[#6H:11](-[#6:12]1:[#6H:13]:[#6H:14]:[#6:15](-[#8:16]-[#6:17](-[#9:18])(-[#9:19])-[#9:20]):[#6H:21]:[#6H:22]:1)-[#7:23](-[#6:24](=[#8:25])-[#6@H:26]1-[#6H2:27]-[#8:28]-1)-[#6@H:29]1-[#6H:30]=[#6H:31]-[#6@@H:32](-[#6H2:33]-[#8H:34])-[#6H2:35]-1,FC(F)(CO)F,0,0.0,1
ac3_al2_nc2_am3,[#6-:2]#[#7+:3]-[#6H2:4]-[#6:5]1:[#6H:6]:[#6H:7]:[#6H:8]:[#6H:9]:[#6H:10]:1.[#7H2]-[#6]1:[#6H:30]:[#6H:31]:[#6:32](:[#6H:40]:[#6H:41]:1)-[#6H2:33]-[#6:34]1:[#6H:35]:[#6H:36]:[#6H:37]:[#6H:38]:[#6H:39]:1.[#6H:11](=[#8])-[#6:12]1:[#6H:13]:[#6H:14]:[#6:15](:[#6H:21]:[#6H:22]:1)-[#8:16]-[#6:17](-[#9:18])(-[#9:19])-[#9:20].[#6:24](=[#8:25])(-[#8H:1])-[#6@H:26]1-[#6H2:27]-[#8:28]-1>>[#8:1]=[#6:2](-[#7H:3]-[#6H2:4]-[#6:5]1:[#6H:6]:[#6H:7]:[#6H:8]:[#6H:9]:[#6H:10]:1)-[#6H:11](-[#6:12]1:[#6H:13]:[#6H:14]:[#6:15](-[#8:16]-[#6:17](-[#9:18])(-[#9:19])-[#9:20]):[#6H:21]:[#6H:22]:1)-[#7:23](-[#6:24](=[#8:25])-[#6@H:26]1-[#6H2:27]-[#8:28]-1)-[#6:29]1:[#6H:30]:[#6H:31]:[#6:32](-[#6H2:33]-[#6:34]2:[#6H:35]:[#6H:36]:[#6H:37]:[#6H:38]:[#6H:39]:2):[#6H:40]:[#6H:41]:1,FC(F)(CO)F,1,0.0,2
ac6_al4_nc2_am4,[#6-:7]#[#7+:9]-[#6H2:10]-[#6:11]1:[#6H:12]:[#6H:13]:[#6H:14]:[#6H:15]:[#6H:16]:1.[#7H3].[#6H:6](=[#8])-[#6H:17]1-[#6H2:18]-[#6H:19]2-[#6H2:23]-[#6H:22]-1-[#6H:21]=[#6H:20]-2.[#6:2](=[#8:1])(-[#8H:8])-[#6H2:3]-[#17:4]>>[#8:1]=[#6:2](-[#6H2:3]-[#17:4])-[#7H:5]-[#6H:6](-[#6:7](=[#8:8])-[#7H:9]-[#6H2:10]-[#6:11]1:[#6H:12]:[#6H:13]:[#6H:14]:[#6H:15]:[#6H:16]:1)-[#6H:17]1-[#6H2:18]-[#6H:19]2-[#6H:20]=[#6H:21]-[#6H:22]-1-[#6H2:23]-2,FC(F)(CO)F,0,0.0,0
ac6_al4_nc2_am5,[#6-:2]#[#7+:3]-[#6H2:4]-[#6:5]1:[#6H:6]:[#6H:7]:[#6H:8]:[#6H:9]:[#6H:10]:1.[#7H2]-[#6H2]-[#6:21]1:[#6H:22]:[#6:23]2:[#6:24](:[#7H:29]:1):[#6H:25]:[#6H:26]:[#6H:27]:[#6H:28]:2.[#6H:11](=[#8])-[#6H:12]1-[#6H2:13]-[#6H:14]2-[#6H2:18]-[#6H:17]-1-[#6H:16]=[#6H:15]-2.[#6:30](=[#8:31])(-[#8H:1])-[#6H2:32]-[#17:33]>>[#8:1]=[#6:2](-[#7H:3]-[#6H2:4]-[#6:5]1:[#6H:6]:[#6H:7]:[#6H:8]:[#6H:9]:[#6H:10]:1)-[#6H:11](-[#6H:12]1-[#6H2:13]-[#6H:14]2-[#6H:15]=[#6H:16]-[#6H:17]-1-[#6H2:18]-2)-[#7:19](-[#6H2:20]-[#6:21]1:[#6H:22]:[#6:23]2:[#6:24](:[#6H:25]:[#6H:26]:[#6H:27]:[#6H:28]:2):[#7H:29]:1)-[#6:30](=[#8:31])-[#6H2:32]-[#17:33],FC(F)(CO)F,0,0.0,0
ac6_al4_nc2_am6,[#6-:2]#[#7+:3]-[#6H2:4]-[#6:5]1:[#6H:6]:[#6H:7]:[#6H:8]:[#6H:9]:[#6H:10]:1.[#7H2]-[#6H2]-[#6:21]1:[#6:22](-[#17:23]):[#6H:24]:[#6:25](:[#6H:27]:[#6H:28]:1)-[#9:26].[#6H:11](=[#8])-[#6H:12]1-[#6H2:13]-[#6H:14]2-[#6H2:18]-[#6H:17]-1-[#6H:16]=[#6H:15]-2.[#6:29](=[#8:30])(-[#8H:1])-[#6H2:31]-[#17:32]>>[#8:1]=[#6:2](-[#7H:3]-[#6H2:4]-[#6:5]1:[#6H:6]:[#6H:7]:[#6H:8]:[#6H:9]:[#6H:10]:1)-[#6H:11](-[#6H:12]1-[#6H2:13]-[#6H:14]2-[#6H:15]=[#6H:16]-[#6H:17]-1-[#6H2:18]-2)-[#7:19](-[#6H2:20]-[#6:21]1:[#6:22](-[#17:23]):[#6H:24]:[#6:25](-[#9:26]):[#6H:27]:[#6H:28]:1)-[#6:29](=[#8:30])-[#6H2:31]-[#17:32],FC(F)(CO)F,1,0.0,2
ac3_al3_nc1_am1,[#6-:8]#[#7+:10]-[#6:11](-[#6H3:12])(-[#6H3:13])-[#6H3:14].[#7H2]-[#6]1:[#7:22]:[#7H:23]:[#6:24](:[#6H:28]:1)-[#6H:25]1-[#6H2:26]-[#6H2:27]-1.[#6H:7](=[#8])-[#6H:6]1-[#6H:4](-[#6H:3]=[#6:2](-[#6H2:30]-[#6H2:29]-1)-[#6H3:1])-[#6H3:5].[#6:16](=[#8:17])(-[#8H:9])-[#6@H:18]1-[#6H2:19]-[#8:20]-1>>[#6H3:1]-[#6:2]1=[#6H:3]-[#6H:4](-[#6H3:5])-[#6H:6](-[#6H:7](-[#6:8](=[#8:9])-[#7H:10]-[#6:11](-[#6H3:12])(-[#6H3:13])-[#6H3:14])-[#7:15](-[#6:16](=[#8:17])-[#6@H:18]2-[#6H2:19]-[#8:20]-2)-[#6:21]2:[#7:22]:[#7H:23]:[#6:24](-[#6H:25]3-[#6H2:26]-[#6H2:27]-3):[#6H:28]:2)-[#6H2:29]-[#6H2:30]-1,FC(F)(CO)F,0,0.0,0
ac3_al3_nc1_am2,[#6-:8]#[#7+:10]-[#6:11](-[#6H3:12])(-[#6H3:13])-[#6H3:14].[#7H2]-[#6@H]1-[#6H:22]=[#6H:23]-[#6@H:24](-[#6H2:27]-1)-[#6H2:25]-[#8H:26].[#6H:7](=[#8])-[#6H:6]1-[#6H:4](-[#6H:3]=[#6:2](-[#6H2:29]-[#6H2:28]-1)-[#6H3:1])-[#6H3:5].[#6:16](=[#8:17])(-[#8H:9])-[#6@H:18]1-[#6H2:19]-[#8:20]-1>>[#6H3:1]-[#6:2]1=[#6H:3]-[#6H:4](-[#6H3:5])-[#6H:6](-[#6H:7](-[#6:8](=[#8:9])-[#7H:10]-[#6:11](-[#6H3:12])(-[#6H3:13])-[#6H3:14])-[#7:15](-[#6:16](=[#8:17])-[#6@H:18]2-[#6H2:19]-[#8:20]-2)-[#6@H:21]2-[#6H:22]=[#6H:23]-[#6@@H:24](-[#6H2:25]-[#8H:26])-[#6H2:27]-2)-[#6H2:28]-[#6H2:29]-1,FC(F)(CO)F,1,0.0,2
ac3_al3_nc1_am3,[#6-:8]#[#7+:10]-[#6:11](-[#6H3:12])(-[#6H3:13])-[#6H3:14].[#7H2]-[#6]1:[#6H:22]:[#6H:23]:[#6:24](:[#6H:32]:[#6H:33]:1)-[#6H2:25]-[#6:26]1:[#6H:27]:[#6H:28]:[#6H:29]:[#6H:30]:[#6H:31]:1.[#6H:7](=[#8])-[#6H:6]1-[#6H:4](-[#6H:3]=[#6:2](-[#6H2:35]-[#6H2:34]-1)-[#6H3:1])-[#6H3:5].[#6:16](=[#8:17])(-[#8H:9])-[#6@H:18]1-[#6H2:19]-[#8:20]-1>>[#6H3:1]-[#6:2]1=[#6H:3]-[#6H:4](-[#6H3:5])-[#6H:6](-[#6H:7](-[#6:8](=[#8:9])-[#7H:10]-[#6:11](-[#6H3:12])(-[#6H3:13])-[#6H3:14])-[#7:15](-[#6:16](=[#8:17])-[#6@H:18]2-[#6H2:19]-[#8:20]-2)-[#6:21]2:[#6H:22]:[#6H:23]:[#6:24](-[#6H2:25]-[#6:26]3:[#6H:27]:[#6H:28]:[#6H:29]:[#6H:30]:[#6H:31]:3):[#6H:32]:[#6H:33]:2)-[#6H2:34]-[#6H2:35]-1,FC(F)(CO)F,0,0.0,0
ac6_al5_nc1_am4,[#6-:6]#[#7+:5]-[#6:2](-[#6H3:1])(-[#6H3:3])-[#6H3:4].[#7H3].[#6H:8](=[#8])-[#6:14]1:[#6H:15]:[#6H:16]:[#6:17](:[#6H:25]:[#6H:26]:1)-[#8:18]-[#6H:19]1-[#6H2:20]-[#6H2:21]-[#6H2:22]-[#6H2:23]-[#8:24]-1.[#6:10](=[#8:11])(-[#8H:7])-[#6H2:12]-[#17:13]>>[#6H3:1]-[#6:2](-[#6H3:3])(-[#6H3:4])-[#7H:5]-[#6:6](=[#8:7])-[#6H:8](-[#7H:9]-[#6:10](=[#8:11])-[#6H2:12]-[#17:13])-[#6:14]1:[#6H:15]:[#6H:16]:[#6:17](-[#8:18]-[#6H:19]2-[#6H2:20]-[#6H2:21]-[#6H2:22]-[#6H2:23]-[#8:24]-2):[#6H:25]:[#6H:26]:1,FC(F)(CO)F,0,0.0,0
ac6_al5_nc1_am5,[#6-:6]#[#7+:5]-[#6:2](-[#6H3:1])(-[#6H3:3])-[#6H3:4].[#7H2]-[#6H2]-[#6:24]1:[#6H:25]:[#6:26]2:[#6:27](:[#7H:32]:1):[#6H:28]:[#6H:29]:[#6H:30]:[#6H:31]:2.[#6H:8](=[#8])-[#6:9]1:[#6H:10]:[#6H:11]:[#6:12](:[#6H:20]:[#6H:21]:1)-[#8:13]-[#6H:14]1-[#6H2:15]-[#6H2:16]-[#6H2:17]-[#6H2:18]-[#8:19]-1.[#6:33](=[#8:34])(-[#8H:7])-[#6H2:35]-[#17:36]>>[#6H3:1]-[#6:2](-[#6H3:3])(-[#6H3:4])-[#7H:5]-[#6:6](=[#8:7])-[#6H:8](-[#6:9]1:[#6H:10]:[#6H:11]:[#6:12](-[#8:13]-[#6H:14]2-[#6H2:15]-[#6H2:16]-[#6H2:17]-[#6H2:18]-[#8:19]-2):[#6H:20]:[#6H:21]:1)-[#7:22](-[#6H2:23]-[#6:24]1:[#6H:25]:[#6:26]2:[#6:27](:[#6H:28]:[#6H:29]:[#6H:30]:[#6H:31]:2):[#7H:32]:1)-[#6:33](=[#8:34])-[#6H2:35]-[#17:36],FC(F)(CO)F,0,0.0,0
ac6_al5_nc1_am6,[#6-:6]#[#7+:5]-[#6:2](-[#6H3:1])(-[#6H3:3])-[#6H3:4].[#7H2]-[#6H2]-[#6:24]1:[#6:25](-[#17:26]):[#6H:27]:[#6:28](:[#6H:30]:[#6H:31]:1)-[#9:29].[#6H:8](=[#8])-[#6:9]1:[#6H:10]:[#6H:11]:[#6:12](:[#6H:20]:[#6H:21]:1)-[#8:13]-[#6H:14]1-[#6H2:15]-[#6H2:16]-[#6H2:17]-[#6H2:18]-[#8:19]-1.[#6:32](=[#8:33])(-[#8H:7])-[#6H2:34]-[#17:35]>>[#6H3:1]-[#6:2](-[#6H3:3])(-[#6H3:4])-[#7H:5]-[#6:6](=[#8:7])-[#6H:8](-[#6:9]1:[#6H:10]:[#6H:11]:[#6:12](-[#8:13]-[#6H:14]2-[#6H2:15]-[#6H2:16]-[#6H2:17]-[#6H2:18]-[#8:19]-2):[#6H:20]:[#6H:21]:1)-[#7:22](-[#6H2:23]-[#6:24]1:[#6:25](-[#17:26]):[#6H:27]:[#6:28](-[#9:29]):[#6H:30]:[#6H:31]:1)-[#6:32](=[#8:33])-[#6H2:34]-[#17:35],FC(F)(CO)F,1,0.0,2
ac3_al3_nc2_am1,[#6-:8]#[#7+:10]-[#6H2:11]-[#6:12]1:[#6H:13]:[#6H:14]:[#6H:15]:[#6H:16]:[#6H:17]:1.[#7H2]-[#6]1:[#7:25]:[#7H:26]:[#6:27](:[#6H:31]:1)-[#6H:28]1-[#6H2:29]-[#6H2:30]-1.[#6H:7](=[#8])-[#6H:6]1-[#6H:4](-[#6H:3]=[#6:2](-[#6H2:33]-[#6H2:32]-1)-[#6H3:1])-[#6H3:5].[#6:19](=[#8:20])(-[#8H:9])-[#6@H:21]1-[#6H2:22]-[#8:23]-1>>[#6H3:1]-[#6:2]1=[#6H:3]-[#6H:4](-[#6H3:5])-[#6H:6](-[#6H:7](-[#6:8](=[#8:9])-[#7H:10]-[#6H2:11]-[#6:12]2:[#6H:13]:[#6H:14]:[#6H:15]:[#6H:16]:[#6H:17]:2)-[#7:18](-[#6:19](=[#8:20])-[#6@H:21]2-[#6H2:22]-[#8:23]-2)-[#6:24]2:[#7:25]:[#7H:26]:[#6:27](-[#6H:28]3-[#6H2:29]-[#6H2:30]-3):[#6H:31]:2)-[#6H2:32]-[#6H2:33]-1,FC(F)(CO)F,1,0.0,2
ac3_al3_nc2_am2,[#6-:8]#[#7+:10]-[#6H2:11]-[#6:12]1:[#6H:13]:[#6H:14]:[#6H:15]:[#6H:16]:[#6H:17]:1.[#7H2]-[#6@H]1-[#6H:25]=[#6H:26]-[#6@H:27](-[#6H2:30]-1)-[#6H2:28]-[#8H:29].[#6H:7](=[#8])-[#6H:6]1-[#6H:4](-[#6H:3]=[#6:2](-[#6H2:32]-[#6H2:31]-1)-[#6H3:1])-[#6H3:5].[#6:19](=[#8:20])(-[#8H:9])-[#6@H:21]1-[#6H2:22]-[#8:23]-1>>[#6H3:1]-[#6:2]1=[#6H:3]-[#6H:4](-[#6H3:5])-[#6H:6](-[#6H:7](-[#6:8](=[#8:9])-[#7H:10]-[#6H2:11]-[#6:12]2:[#6H:13]:[#6H:14]:[#6H:15]:[#6H:16]:[#6H:17]:2)-[#7:18](-[#6:19](=[#8:20])-[#6@H:21]2-[#6H2:22]-[#8:23]-2)-[#6@H:24]2-[#6H:25]=[#6H:26]-[#6@@H:27](-[#6H2:28]-[#8H:29])-[#6H2:30]-2)-[#6H2:31]-[#6H2:32]-1,FC(F)(CO)F,1,0.0,2
ac3_al3_nc2_am3,[#6-:8]#[#7+:10]-[#6H2:11]-[#6:12]1:[#6H:13]:[#6H:14]:[#6H:15]:[#6H:16]:[#6H:17]:1.[#7H2]-[#6]1:[#6H:25]:[#6H:26]:[#6:27](:[#6H:35]:[#6H:36]:1)-[#6H2:28]-[#6:29]1:[#6H:30]:[#6H:31]:[#6H:32]:[#6H:33]:[#6H:34]:1.[#6H:7](=[#8])-[#6H:6]1-[#6H:4](-[#6H:3]=[#6:2](-[#6H2:38]-[#6H2:37]-1)-[#6H3:1])-[#6H3:5].[#6:19](=[#8:20])(-[#8H:9])-[#6@H:21]1-[#6H2:22]-[#8:23]-1>>[#6H3:1]-[#6:2]1=[#6H:3]-[#6H:4](-[#6H3:5])-[#6H:6](-[#6H:7](-[#6:8](=[#8:9])-[#7H:10]-[#6H2:11]-[#6:12]2:[#6H:13]:[#6H:14]:[#6H:15]:[#6H:16]:[#6H:17]:2)-[#7:18](-[#6:19](=[#8:20])-[#6@H:21]2-[#6H2:22]-[#8:23]-2)-[#6:24]2:[#6H:25]:[#6H:26]:[#6:27](-[#6H2:28]-[#6:29]3:[#6H:30]:[#6H:31]:[#6H:32]:[#6H:33]:[#6H:34]:3):[#6H:35]:[#6H:36]:2)-[#6H2:37]-[#6H2:38]-1,FC(F)(CO)F,0,0.0,0
ac6_al5_nc2_am4,[#6-:7]#[#7+:9]-[#6H2:10]-[#6:11]1:[#6H:12]:[#6H:13]:[#6H:14]:[#6H:15]:[#6H:16]:1.[#7H3].[#6H:6](=[#8])-[#6:17]1:[#6H:18]:[#6H:19]:[#6:20](:[#6H:28]:[#6H:29]:1)-[#8:21]-[#6H:22]1-[#6H2:23]-[#6H2:24]-[#6H2:25]-[#6H2:26]-[#8:27]-1.[#6:2](=[#8:1])(-[#8H:8])-[#6H2:3]-[#17:4]>>[#8:1]=[#6:2](-[#6H2:3]-[#17:4])-[#7H:5]-[#6H:6](-[#6:7](=[#8:8])-[#7H:9]-[#6H2:10]-[#6:11]1:[#6H:12]:[#6H:13]:[#6H:14]:[#6H:15]:[#6H:16]:1)-[#6:17]1:[#6H:18]:[#6H:19]:[#6:20](-[#8:21]-[#6H:22]2-[#6H2:23]-[#6H2:24]-[#6H2:25]-[#6H2:26]-[#8:27]-2):[#6H:28]:[#6H:29]:1,FC(F)(CO)F,0,0.0,0
ac6_al5_nc2_am5,[#6-:2]#[#7+:3]-[#6H2:4]-[#6:5]1:[#6H:6]:[#6H:7]:[#6H:8]:[#6H:9]:[#6H:10]:1.[#7H2]-[#6H2]-[#6:27]1:[#6H:28]:[#6:29]2:[#6:30](:[#7H:35]:1):[#6H:31]:[#6H:32]:[#6H:33]:[#6H:34]:2.[#6H:11](=[#8])-[#6:12]1:[#6H:13]:[#6H:14]:[#6:15](:[#6H:23]:[#6H:24]:1)-[#8:16]-[#6H:17]1-[#6H2:18]-[#6H2:19]-[#6H2:20]-[#6H2:21]-[#8:22]-1.[#6:36](=[#8:37])(-[#8H:1])-[#6H2:38]-[#17:39]>>[#8:1]=[#6:2](-[#7H:3]-[#6H2:4]-[#6:5]1:[#6H:6]:[#6H:7]:[#6H:8]:[#6H:9]:[#6H:10]:1)-[#6H:11](-[#6:12]1:[#6H:13]:[#6H:14]:[#6:15](-[#8:16]-[#6H:17]2-[#6H2:18]-[#6H2:19]-[#6H2:20]-[#6H2:21]-[#8:22]-2):[#6H:23]:[#6H:24]:1)-[#7:25](-[#6H2:26]-[#6:27]1:[#6H:28]:[#6:29]2:[#6:30](:[#6H:31]:[#6H:32]:[#6H:33]:[#6H:34]:2):[#7H:35]:1)-[#6:36](=[#8:37])-[#6H2:38]-[#17:39],FC(F)(CO)F,0,0.0,1
ac6_al5_nc2_am6,[#6-:2]#[#7+:3]-[#6H2:4]-[#6:5]1:[#6H:6]:[#6H:7]:[#6H:8]:[#6H:9]:[#6H:10]:1.[#7H2]-[#6H2]-[#6:27]1:[#6:28](-[#17:29]):[#6H:30]:[#6:31](:[#6H:33]:[#6H:34]:1)-[#9:32].[#6H:11](=[#8])-[#6:12]1:[#6H:13]:[#6H:14]:[#6:15](:[#6H:23]:[#6H:24]:1)-[#8:16]-[#6H:17]1-[#6H2:18]-[#6H2:19]-[#6H2:20]-[#6H2:21]-[#8:22]-1.[#6:35](=[#8:36])(-[#8H:1])-[#6H2:37]-[#17:38]>>[#8:1]=[#6:2](-[#7H:3]-[#6H2:4]-[#6:5]1:[#6H:6]:[#6H:7]:[#6H:8]:[#6H:9]:[#6H:10]:1)-[#6H:11](-[#6:12]1:[#6H:13]:[#6H:14]:[#6:15](-[#8:16]-[#6H:17]2-[#6H2:18]-[#6H2:19]-[#6H2:20]-[#6H2:21]-[#8:22]-2):[#6H:23]:[#6H:24]:1)-[#7:25](-[#6H2:26]-[#6:27]1:[#6:28](-[#17:29]):[#6H:30]:[#6:31](-[#9:32]):[#6H:33]:[#6H:34]:1)-[#6:35](=[#8:36])-[#6H2:37]-[#17:38],FC(F)(CO)F,1,0.0,2
