idx,smiles,count
bide-uc-5282,Cc1cc(F)c(C(=O)O)c(Br)c1,3
bide-uc-1021,CC(CBr)C(=O)O,3
bide-uc-2633,C[C@]1(C(=O)O)CCCN1,3
bide-uc-1427,COc1ccc(F)cc1C(=O)O,3
bide-uc-4258,O=C(O)C1CC1c1ccc(F)cc1,3
bide-uc-4887,COc1cc(Br)c(F)cc1C(=O)O,3
bide-uc-923,O=C(O)Cc1ccc(Cl)cc1F,3
bide-uc-3686,O=C(O)C(O)CCl,3
bide-uc-3176,CN1CCN(C)C(C(=O)O)C1,3
bide-uc-1274,C[C@H](C(=O)O)c1ccccc1,3
bide-uc-4746,CC(C)(C(=O)O)c1ccccc1F,3
bide-uc-2284,CC(C)[C@@H](Br)C(=O)O,3
bide-uc-4616,O=C(O)C[C@@H]1CCNC1,3
bide-uc-443,O=C(O)C1CCOCC1,3
bide-uc-200,CC/C=C(\C)C(=O)O,3
bide-uc-5318,O=C(O)c1ccc(C(F)(F)F)c(O)c1,3
bide-uc-3252,CC1(C(=O)O)CCC1,3
bide-uc-2548,CN1CC(C(=O)O)C1,3
bide-uc-4969,O=C(O)C1CCC(O)C1,3
bide-uc-4028,CC1(C)OCC(C(=O)[O-])O1,3
bide-uc-243,O=C(O)Cc1ccc(Cl)c(Cl)c1,3
bide-uc-1388,CC(C)C(O)C(=O)O,3
bide-uc-277,O=C(O)Cc1ccccc1F,3
bide-uc-628,Cc1cc(Cl)ccc1C(=O)O,3
bide-uc-1728,O=C(O)[C@@H]1CCCNC1,3
bide-uc-565,O=C(O)Cc1ccc(F)cc1Cl,3
bide-uc-3701,O=C(O)C[C@H]1CCCN1,3
bide-uc-1230,C[C@@H](C(=O)O)c1ccccc1,3
bide-uc-1917,O=C(O)c1cccc(Br)c1O,3
bide-uc-2617,CC[C@H](O)C(=O)O,3
bide-uc-1732,COc1cc(Br)cc(C(=O)O)c1,3
bide-uc-209,O=C(O)C(Br)CBr,3
bide-uc-4,CC(C)(C)c1ccc(C(=O)O)cc1,3
bide-uc-901,O=C(O)CN1CCOCC1,3
bide-uc-25,O=C(O)c1ccc(Cl)cc1,3
bide-uc-961,O=C(O)Cc1c(F)cccc1F,3
