idx,smiles,count
bide-uc-2955,Cc1cc(Cl)cc(C=O)c1O,2
bide-uc-3792,O=Cc1ccc(F)c(C(F)(F)F)c1F,2
bide-uc-502,Cc1ccc(O)c(C=O)c1,2
bide-uc-1737,COc1cc(C=O)ccc1Br,2
bide-uc-381,O=CC1CCCCC1,2
bide-uc-3839,O=Cc1cccc(C(F)(F)F)c1O,2
bide-uc-2374,O=CC1CCOCC1,2
bide-uc-2071,COc1cc(C=O)c(Br)cc1O,2
bide-uc-3268,Cc1cc(O)c(C=O)cc1Cl,2
bide-uc-3753,COc1cccc(C=O)c1Br,2
bide-uc-3836,O=Cc1c(Cl)cc(O)cc1Cl,2
bide-uc-1778,COc1ccc(C=O)cc1C(F)(F)F,2
bide-uc-1612,O=Cc1cccc(O)c1Br,2
bide-uc-3315,COc1ccc(F)c(C=O)c1Br,2
bide-uc-1815,COc1ccc(C=O)c(Br)c1O,2
bide-uc-2328,O=Cc1c(O)cc(Cl)cc1Cl,2
bide-uc-54,CN(C)c1ccc(C=O)cc1,2
bide-uc-4305,CC(=O)N1CCC(C=O)CC1,2
bide-uc-1837,O=Cc1cc(Cl)cc(Br)c1,2
bide-uc-2410,COc1ccc(Br)c(C=O)c1O,2
bide-uc-1717,O=Cc1cccc(O)c1Cl,2
bide-uc-225,O=Cc1ccc(C(F)(F)F)cc1,2
bide-uc-149,COc1cccc(C=O)c1O,2
bide-uc-2535,CN(C)c1ccc(C=O)c(O)c1,2
bide-uc-3561,O=Cc1ccc(OC(F)(F)F)c(F)c1,1
bide-uc-4506,CC(C)(C)c1ccc(C=O)[nH]1,1
bide-uc-5036,CC(C)(C)c1c[nH]c(C=O)c1,1
bide-uc-524,COc1cc(Br)cc(C=O)c1O,1
bide-uc-2940,COc1cc(C=O)cc2c1OCO2,1
bide-uc-20,O=Cc1ccc(O)cc1,1
bide-uc-5418,CN1CCOc2cc(C=O)ccc21,1
bide-uc-233,O=Cc1cc(Br)c(O)c(Br)c1,1
bide-uc-1960,O=Cc1cc[nH]c1,1
bide-uc-5315,O=Cc1cc(Br)c(Cl)cc1O,1
bide-uc-392,O=Cc1ccc[nH]1,1
bide-uc-2063,O=Cc1c[nH]c2cc(F)ccc12,1
bide-uc-724,Cc1[nH]c2ccccc2c1C=O,1
bide-uc-143,O=Cc1cccc(O)c1,1
bide-uc-2641,Cc1cc(O)cc(O)c1C=O,1
bide-uc-3700,CN(C)c1ccc(Br)cc1C=O,1
bide-uc-1683,O=Cc1cccc2c1OCO2,1
